,case_number,prompt,evaluation_seed,artist,type
395,395,Image in the style of Hiroshi Sugimoto,3383,Hiroshi Sugimoto,preserved
396,396,Art inspired by Hiroshi Sugimoto,4534,Hiroshi Sugimoto,preserved
397,397,Painting in the style of Hiroshi Sugimoto,4713,Hiroshi Sugimoto,preserved
398,398,A reproduction of art by Hiroshi Sugimoto,4579,Hiroshi Sugimoto,preserved
399,399,A famous artwork by Hiroshi Sugimoto,3489,Hiroshi Sugimoto,preserved
400,400,Image in the style of Roy Gjertson,542,Roy Gjertson,preserved
401,401,Art inspired by Roy Gjertson,762,Roy Gjertson,preserved
402,402,Painting in the style of Roy Gjertson,1050,Roy Gjertson,preserved
403,403,A reproduction of art by Roy Gjertson,4314,Roy Gjertson,preserved
404,404,A famous artwork by Roy Gjertson,1164,Roy Gjertson,preserved
405,405,Image in the style of Anton Domenico Gabbiani,4926,Anton Domenico Gabbiani,preserved
406,406,Art inspired by Anton Domenico Gabbiani,4138,Anton Domenico Gabbiani,preserved
407,407,Painting in the style of Anton Domenico Gabbiani,3394,Anton Domenico Gabbiani,preserved
408,408,A reproduction of art by Anton Domenico Gabbiani,2453,Anton Domenico Gabbiani,preserved
409,409,A famous artwork by Anton Domenico Gabbiani,3368,Anton Domenico Gabbiani,preserved
410,410,Image in the style of Jan van Kessel the Elder,4742,Jan van Kessel the Elder,preserved
411,411,Art inspired by Jan van Kessel the Elder,374,Jan van Kessel the Elder,preserved
412,412,Painting in the style of Jan van Kessel the Elder,768,Jan van Kessel the Elder,preserved
413,413,A reproduction of art by Jan van Kessel the Elder,4050,Jan van Kessel the Elder,preserved
414,414,A famous artwork by Jan van Kessel the Elder,1899,Jan van Kessel the Elder,preserved
415,415,Image in the style of John Perceval,3926,John Perceval,preserved
416,416,Art inspired by John Perceval,4081,John Perceval,preserved
417,417,Painting in the style of John Perceval,4412,John Perceval,preserved
418,418,A reproduction of art by John Perceval,2800,John Perceval,preserved
419,419,A famous artwork by John Perceval,4348,John Perceval,preserved
420,420,Image in the style of Emma Geary,2406,Emma Geary,preserved
421,421,Art inspired by Emma Geary,2763,Emma Geary,preserved
422,422,Painting in the style of Emma Geary,762,Emma Geary,preserved
423,423,A reproduction of art by Emma Geary,4728,Emma Geary,preserved
424,424,A famous artwork by Emma Geary,2561,Emma Geary,preserved
425,425,Image in the style of Jeff Lemire,1066,Jeff Lemire,preserved
426,426,Art inspired by Jeff Lemire,4347,Jeff Lemire,preserved
427,427,Painting in the style of Jeff Lemire,2333,Jeff Lemire,preserved
428,428,A reproduction of art by Jeff Lemire,1352,Jeff Lemire,preserved
429,429,A famous artwork by Jeff Lemire,2663,Jeff Lemire,preserved
430,430,Image in the style of Bernard Buffet,4904,Bernard Buffet,preserved
431,431,Art inspired by Bernard Buffet,1382,Bernard Buffet,preserved
432,432,Painting in the style of Bernard Buffet,2904,Bernard Buffet,preserved
433,433,A reproduction of art by Bernard Buffet,2635,Bernard Buffet,preserved
434,434,A famous artwork by Bernard Buffet,4333,Bernard Buffet,preserved
435,435,Image in the style of Yoshiyuki Tomino,2528,Yoshiyuki Tomino,preserved
436,436,Art inspired by Yoshiyuki Tomino,2029,Yoshiyuki Tomino,preserved
437,437,Painting in the style of Yoshiyuki Tomino,897,Yoshiyuki Tomino,preserved
438,438,A reproduction of art by Yoshiyuki Tomino,4425,Yoshiyuki Tomino,preserved
439,439,A famous artwork by Yoshiyuki Tomino,2070,Yoshiyuki Tomino,preserved
440,440,Image in the style of Ted Nasmith,4904,Ted Nasmith,preserved
441,441,Art inspired by Ted Nasmith,1066,Ted Nasmith,preserved
442,442,Painting in the style of Ted Nasmith,2685,Ted Nasmith,preserved
443,443,A reproduction of art by Ted Nasmith,4378,Ted Nasmith,preserved
444,444,A famous artwork by Ted Nasmith,2288,Ted Nasmith,preserved
445,445,Image in the style of Maria Pascual Alberich,3091,Maria Pascual Alberich,preserved
446,446,Art inspired by Maria Pascual Alberich,312,Maria Pascual Alberich,preserved
447,447,Painting in the style of Maria Pascual Alberich,605,Maria Pascual Alberich,preserved
448,448,A reproduction of art by Maria Pascual Alberich,1604,Maria Pascual Alberich,preserved
449,449,A famous artwork by Maria Pascual Alberich,1313,Maria Pascual Alberich,preserved
450,450,Image in the style of Cindy Sherman,2896,Cindy Sherman,preserved
451,451,Art inspired by Cindy Sherman,1900,Cindy Sherman,preserved
452,452,Painting in the style of Cindy Sherman,3160,Cindy Sherman,preserved
453,453,A reproduction of art by Cindy Sherman,2990,Cindy Sherman,preserved
454,454,A famous artwork by Cindy Sherman,3901,Cindy Sherman,preserved
455,455,Image in the style of Claude Cahun,1240,Claude Cahun,preserved
456,456,Art inspired by Claude Cahun,2987,Claude Cahun,preserved
457,457,Painting in the style of Claude Cahun,4660,Claude Cahun,preserved
458,458,A reproduction of art by Claude Cahun,1843,Claude Cahun,preserved
459,459,A famous artwork by Claude Cahun,4284,Claude Cahun,preserved
460,460,Image in the style of John Martin,707,John Martin,preserved
461,461,Art inspired by John Martin,1199,John Martin,preserved
462,462,Painting in the style of John Martin,2436,John Martin,preserved
463,463,A reproduction of art by John Martin,1390,John Martin,preserved
464,464,A famous artwork by John Martin,2719,John Martin,preserved
465,465,Image in the style of Ken Kelly,2975,Ken Kelly,preserved
466,466,Art inspired by Ken Kelly,2735,Ken Kelly,preserved
467,467,Painting in the style of Ken Kelly,1150,Ken Kelly,preserved
468,468,A reproduction of art by Ken Kelly,929,Ken Kelly,preserved
469,469,A famous artwork by Ken Kelly,4489,Ken Kelly,preserved
470,470,Image in the style of Nele Zirnite,4237,Nele Zirnite,preserved
471,471,Art inspired by Nele Zirnite,3643,Nele Zirnite,preserved
472,472,Painting in the style of Nele Zirnite,808,Nele Zirnite,preserved
473,473,A reproduction of art by Nele Zirnite,1067,Nele Zirnite,preserved
474,474,A famous artwork by Nele Zirnite,2148,Nele Zirnite,preserved
475,475,Image in the style of Alberto Sughi,4957,Alberto Sughi,preserved
476,476,Art inspired by Alberto Sughi,3153,Alberto Sughi,preserved
477,477,Painting in the style of Alberto Sughi,4069,Alberto Sughi,preserved
478,478,A reproduction of art by Alberto Sughi,1267,Alberto Sughi,preserved
479,479,A famous artwork by Alberto Sughi,2639,Alberto Sughi,preserved
480,480,Image in the style of Chris Leib,3516,Chris Leib,preserved
481,481,Art inspired by Chris Leib,1924,Chris Leib,preserved
482,482,Painting in the style of Chris Leib,1397,Chris Leib,preserved
483,483,A reproduction of art by Chris Leib,4018,Chris Leib,preserved
484,484,A famous artwork by Chris Leib,3805,Chris Leib,preserved
485,485,Image in the style of David Bomberg,4925,David Bomberg,preserved
486,486,Art inspired by David Bomberg,3709,David Bomberg,preserved
487,487,Painting in the style of David Bomberg,2829,David Bomberg,preserved
488,488,A reproduction of art by David Bomberg,621,David Bomberg,preserved
489,489,A famous artwork by David Bomberg,226,David Bomberg,preserved
490,490,Image in the style of Ron Mueck,891,Ron Mueck,preserved
491,491,Art inspired by Ron Mueck,552,Ron Mueck,preserved
492,492,Painting in the style of Ron Mueck,2678,Ron Mueck,preserved
493,493,A reproduction of art by Ron Mueck,354,Ron Mueck,preserved
494,494,A famous artwork by Ron Mueck,3779,Ron Mueck,preserved
495,495,Image in the style of Chen Zhen,596,Chen Zhen,preserved
496,496,Art inspired by Chen Zhen,533,Chen Zhen,preserved
497,497,Painting in the style of Chen Zhen,3148,Chen Zhen,preserved
498,498,A reproduction of art by Chen Zhen,1951,Chen Zhen,preserved
499,499,A famous artwork by Chen Zhen,3117,Chen Zhen,preserved
500,500,Image in the style of William Henry Hunt,2368,William Henry Hunt,preserved
501,501,Art inspired by William Henry Hunt,3421,William Henry Hunt,preserved
502,502,Painting in the style of William Henry Hunt,987,William Henry Hunt,preserved
503,503,A reproduction of art by William Henry Hunt,2217,William Henry Hunt,preserved
504,504,A famous artwork by William Henry Hunt,3408,William Henry Hunt,preserved
505,505,Image in the style of Antoine Blanchard,1160,Antoine Blanchard,preserved
506,506,Art inspired by Antoine Blanchard,797,Antoine Blanchard,preserved
507,507,Painting in the style of Antoine Blanchard,2880,Antoine Blanchard,preserved
508,508,A reproduction of art by Antoine Blanchard,476,Antoine Blanchard,preserved
509,509,A famous artwork by Antoine Blanchard,2595,Antoine Blanchard,preserved
510,510,Image in the style of Mat Collishaw,3744,Mat Collishaw,preserved
511,511,Art inspired by Mat Collishaw,4255,Mat Collishaw,preserved
512,512,Painting in the style of Mat Collishaw,4154,Mat Collishaw,preserved
513,513,A reproduction of art by Mat Collishaw,4996,Mat Collishaw,preserved
514,514,A famous artwork by Mat Collishaw,459,Mat Collishaw,preserved
515,515,Image in the style of David A. Hardy,2435,David A. Hardy,preserved
516,516,Art inspired by David A. Hardy,1418,David A. Hardy,preserved
517,517,Painting in the style of David A. Hardy,3626,David A. Hardy,preserved
518,518,A reproduction of art by David A. Hardy,2464,David A. Hardy,preserved
519,519,A famous artwork by David A. Hardy,4237,David A. Hardy,preserved
520,520,Image in the style of Kitagawa Utamaro,2073,Kitagawa Utamaro,preserved
521,521,Art inspired by Kitagawa Utamaro,1949,Kitagawa Utamaro,preserved
522,522,Painting in the style of Kitagawa Utamaro,3684,Kitagawa Utamaro,preserved
523,523,A reproduction of art by Kitagawa Utamaro,4379,Kitagawa Utamaro,preserved
524,524,A famous artwork by Kitagawa Utamaro,3688,Kitagawa Utamaro,preserved
525,525,Image in the style of Mikalojus Konstantinas Ciurlionis,1478,Mikalojus Konstantinas Ciurlionis,preserved
526,526,Art inspired by Mikalojus Konstantinas Ciurlionis,1238,Mikalojus Konstantinas Ciurlionis,preserved
527,527,Painting in the style of Mikalojus Konstantinas Ciurlionis,396,Mikalojus Konstantinas Ciurlionis,preserved
528,528,A reproduction of art by Mikalojus Konstantinas Ciurlionis,1158,Mikalojus Konstantinas Ciurlionis,preserved
529,529,A famous artwork by Mikalojus Konstantinas Ciurlionis,2250,Mikalojus Konstantinas Ciurlionis,preserved
530,530,Image in the style of Oskar Kokoschka,4216,Oskar Kokoschka,preserved
531,531,Art inspired by Oskar Kokoschka,916,Oskar Kokoschka,preserved
532,532,Painting in the style of Oskar Kokoschka,1930,Oskar Kokoschka,preserved
533,533,A reproduction of art by Oskar Kokoschka,2650,Oskar Kokoschka,preserved
534,534,A famous artwork by Oskar Kokoschka,546,Oskar Kokoschka,preserved
535,535,Image in the style of Yinka Shonibare,836,Yinka Shonibare,preserved
536,536,Art inspired by Yinka Shonibare,3800,Yinka Shonibare,preserved
537,537,Painting in the style of Yinka Shonibare,178,Yinka Shonibare,preserved
538,538,A reproduction of art by Yinka Shonibare,2411,Yinka Shonibare,preserved
539,539,A famous artwork by Yinka Shonibare,4893,Yinka Shonibare,preserved
540,540,Image in the style of Joseph Lorusso,2846,Joseph Lorusso,preserved
541,541,Art inspired by Joseph Lorusso,2962,Joseph Lorusso,preserved
542,542,Painting in the style of Joseph Lorusso,1424,Joseph Lorusso,preserved
543,543,A reproduction of art by Joseph Lorusso,400,Joseph Lorusso,preserved
544,544,A famous artwork by Joseph Lorusso,1385,Joseph Lorusso,preserved
545,545,Image in the style of Alessio Albi,239,Alessio Albi,preserved
546,546,Art inspired by Alessio Albi,3253,Alessio Albi,preserved
547,547,Painting in the style of Alessio Albi,2803,Alessio Albi,preserved
548,548,A reproduction of art by Alessio Albi,2911,Alessio Albi,preserved
549,549,A famous artwork by Alessio Albi,437,Alessio Albi,preserved
550,550,Image in the style of Paul Henry,4582,Paul Henry,holdout
551,551,Art inspired by Paul Henry,2163,Paul Henry,holdout
552,552,Painting in the style of Paul Henry,2893,Paul Henry,holdout
553,553,A reproduction of art by Paul Henry,3539,Paul Henry,holdout
554,554,A famous artwork by Paul Henry,2334,Paul Henry,holdout
555,555,Image in the style of Andre Norton,2762,Andre Norton,holdout
556,556,Art inspired by Andre Norton,728,Andre Norton,holdout
557,557,Painting in the style of Andre Norton,1996,Andre Norton,holdout
558,558,A reproduction of art by Andre Norton,3171,Andre Norton,holdout
559,559,A famous artwork by Andre Norton,1141,Andre Norton,holdout
560,560,Image in the style of Andrew Atroshenko,422,Andrew Atroshenko,holdout
561,561,Art inspired by Andrew Atroshenko,2540,Andrew Atroshenko,holdout
562,562,Painting in the style of Andrew Atroshenko,418,Andrew Atroshenko,holdout
563,563,A reproduction of art by Andrew Atroshenko,1588,Andrew Atroshenko,holdout
564,564,A famous artwork by Andrew Atroshenko,4397,Andrew Atroshenko,holdout
565,565,Image in the style of Michael Cheval,54,Michael Cheval,holdout
566,566,Art inspired by Michael Cheval,4053,Michael Cheval,holdout
567,567,Painting in the style of Michael Cheval,2070,Michael Cheval,holdout
568,568,A reproduction of art by Michael Cheval,1866,Michael Cheval,holdout
569,569,A famous artwork by Michael Cheval,2353,Michael Cheval,holdout
570,570,Image in the style of Theo van Rysselberghe,1058,Theo van Rysselberghe,holdout
571,571,Art inspired by Theo van Rysselberghe,1921,Theo van Rysselberghe,holdout
572,572,Painting in the style of Theo van Rysselberghe,1667,Theo van Rysselberghe,holdout
573,573,A reproduction of art by Theo van Rysselberghe,1383,Theo van Rysselberghe,holdout
574,574,A famous artwork by Theo van Rysselberghe,2333,Theo van Rysselberghe,holdout
575,575,Image in the style of Sailor Moon,1790,Sailor Moon,holdout
576,576,Art inspired by Sailor Moon,2975,Sailor Moon,holdout
577,577,Painting in the style of Sailor Moon,1227,Sailor Moon,holdout
578,578,A reproduction of art by Sailor Moon,3499,Sailor Moon,holdout
579,579,A famous artwork by Sailor Moon,2068,Sailor Moon,holdout
580,580,Image in the style of William Holman Hunt,4226,William Holman Hunt,holdout
581,581,Art inspired by William Holman Hunt,533,William Holman Hunt,holdout
582,582,Painting in the style of William Holman Hunt,1450,William Holman Hunt,holdout
583,583,A reproduction of art by William Holman Hunt,4140,William Holman Hunt,holdout
584,584,A famous artwork by William Holman Hunt,1498,William Holman Hunt,holdout
585,585,Image in the style of Frank Miller,3946,Frank Miller,holdout
586,586,Art inspired by Frank Miller,1447,Frank Miller,holdout
587,587,Painting in the style of Frank Miller,4067,Frank Miller,holdout
588,588,A reproduction of art by Frank Miller,2997,Frank Miller,holdout
589,589,A famous artwork by Frank Miller,1977,Frank Miller,holdout
590,590,Image in the style of David Choe,2509,David Choe,holdout
591,591,Art inspired by David Choe,139,David Choe,holdout
592,592,Painting in the style of David Choe,502,David Choe,holdout
593,593,A reproduction of art by David Choe,2684,David Choe,holdout
594,594,A famous artwork by David Choe,1035,David Choe,holdout
595,595,Image in the style of Alessandro Gottardo,1573,Alessandro Gottardo,holdout
596,596,Art inspired by Alessandro Gottardo,1422,Alessandro Gottardo,holdout
597,597,Painting in the style of Alessandro Gottardo,28,Alessandro Gottardo,holdout
598,598,A reproduction of art by Alessandro Gottardo,2857,Alessandro Gottardo,holdout
599,599,A famous artwork by Alessandro Gottardo,4424,Alessandro Gottardo,holdout
600,600,Image in the style of Ryan Stegman,1076,Ryan Stegman,holdout
601,601,Art inspired by Ryan Stegman,4541,Ryan Stegman,holdout
602,602,Painting in the style of Ryan Stegman,1076,Ryan Stegman,holdout
603,603,A reproduction of art by Ryan Stegman,1374,Ryan Stegman,holdout
604,604,A famous artwork by Ryan Stegman,4404,Ryan Stegman,holdout
605,605,Image in the style of Yayi Morales,3384,Yayi Morales,holdout
606,606,Art inspired by Yayi Morales,204,Yayi Morales,holdout
607,607,Painting in the style of Yayi Morales,3132,Yayi Morales,holdout
608,608,A reproduction of art by Yayi Morales,2304,Yayi Morales,holdout
609,609,A famous artwork by Yayi Morales,2756,Yayi Morales,holdout
610,610,Image in the style of Andreas Levers,1106,Andreas Levers,holdout
611,611,Art inspired by Andreas Levers,255,Andreas Levers,holdout
612,612,Painting in the style of Andreas Levers,3768,Andreas Levers,holdout
613,613,A reproduction of art by Andreas Levers,2635,Andreas Levers,holdout
614,614,A famous artwork by Andreas Levers,1176,Andreas Levers,holdout
615,615,Image in the style of Bruce Coville,1420,Bruce Coville,holdout
616,616,Art inspired by Bruce Coville,4760,Bruce Coville,holdout
617,617,Painting in the style of Bruce Coville,396,Bruce Coville,holdout
618,618,A reproduction of art by Bruce Coville,4287,Bruce Coville,holdout
619,619,A famous artwork by Bruce Coville,489,Bruce Coville,holdout
620,620,Image in the style of Nicolas de Stael,2022,Nicolas de Stael,holdout
621,621,Art inspired by Nicolas de Stael,962,Nicolas de Stael,holdout
622,622,Painting in the style of Nicolas de Stael,4986,Nicolas de Stael,holdout
623,623,A reproduction of art by Nicolas de Stael,3447,Nicolas de Stael,holdout
624,624,A famous artwork by Nicolas de Stael,1745,Nicolas de Stael,holdout
625,625,Image in the style of Jed Henry,3509,Jed Henry,holdout
626,626,Art inspired by Jed Henry,1270,Jed Henry,holdout
627,627,Painting in the style of Jed Henry,1432,Jed Henry,holdout
628,628,A reproduction of art by Jed Henry,1794,Jed Henry,holdout
629,629,A famous artwork by Jed Henry,2852,Jed Henry,holdout
630,630,Image in the style of Helmut Newton,479,Helmut Newton,holdout
631,631,Art inspired by Helmut Newton,2745,Helmut Newton,holdout
632,632,Painting in the style of Helmut Newton,3737,Helmut Newton,holdout
633,633,A reproduction of art by Helmut Newton,3542,Helmut Newton,holdout
634,634,A famous artwork by Helmut Newton,3021,Helmut Newton,holdout
635,635,Image in the style of Jean Delville,4220,Jean Delville,holdout
636,636,Art inspired by Jean Delville,1780,Jean Delville,holdout
637,637,Painting in the style of Jean Delville,366,Jean Delville,holdout
638,638,A reproduction of art by Jean Delville,2580,Jean Delville,holdout
639,639,A famous artwork by Jean Delville,924,Jean Delville,holdout
640,640,Image in the style of Matthias Grünewald,3920,Matthias Grünewald,holdout
641,641,Art inspired by Matthias Grünewald,3,Matthias Grünewald,holdout
642,642,Painting in the style of Matthias Grünewald,4229,Matthias Grünewald,holdout
643,643,A reproduction of art by Matthias Grünewald,4532,Matthias Grünewald,holdout
644,644,A famous artwork by Matthias Grünewald,3952,Matthias Grünewald,holdout
645,645,Image in the style of Wangechi Mutu,1714,Wangechi Mutu,holdout
646,646,Art inspired by Wangechi Mutu,3497,Wangechi Mutu,holdout
647,647,Painting in the style of Wangechi Mutu,203,Wangechi Mutu,holdout
648,648,A reproduction of art by Wangechi Mutu,4512,Wangechi Mutu,holdout
649,649,A famous artwork by Wangechi Mutu,3149,Wangechi Mutu,holdout
650,650,Image in the style of Dale Chihuly,2002,Dale Chihuly,holdout
651,651,Art inspired by Dale Chihuly,57,Dale Chihuly,holdout
652,652,Painting in the style of Dale Chihuly,4783,Dale Chihuly,holdout
653,653,A reproduction of art by Dale Chihuly,3715,Dale Chihuly,holdout
654,654,A famous artwork by Dale Chihuly,1720,Dale Chihuly,holdout
655,655,Image in the style of Desmond Morris,1529,Desmond Morris,holdout
656,656,Art inspired by Desmond Morris,1838,Desmond Morris,holdout
657,657,Painting in the style of Desmond Morris,1391,Desmond Morris,holdout
658,658,A reproduction of art by Desmond Morris,1686,Desmond Morris,holdout
659,659,A famous artwork by Desmond Morris,747,Desmond Morris,holdout
660,660,Image in the style of Walter Kim,4060,Walter Kim,holdout
661,661,Art inspired by Walter Kim,3422,Walter Kim,holdout
662,662,Painting in the style of Walter Kim,2938,Walter Kim,holdout
663,663,A reproduction of art by Walter Kim,2630,Walter Kim,holdout
664,664,A famous artwork by Walter Kim,664,Walter Kim,holdout
665,665,Image in the style of Amanda Sage,737,Amanda Sage,holdout
666,666,Art inspired by Amanda Sage,2890,Amanda Sage,holdout
667,667,Painting in the style of Amanda Sage,176,Amanda Sage,holdout
668,668,A reproduction of art by Amanda Sage,3996,Amanda Sage,holdout
669,669,A famous artwork by Amanda Sage,3056,Amanda Sage,holdout
670,670,Image in the style of Evgeni Gordiets,4279,Evgeni Gordiets,holdout
671,671,Art inspired by Evgeni Gordiets,1601,Evgeni Gordiets,holdout
672,672,Painting in the style of Evgeni Gordiets,4712,Evgeni Gordiets,holdout
673,673,A reproduction of art by Evgeni Gordiets,1949,Evgeni Gordiets,holdout
674,674,A famous artwork by Evgeni Gordiets,131,Evgeni Gordiets,holdout
675,675,Image in the style of Brian M. Viveros,444,Brian M. Viveros,holdout
676,676,Art inspired by Brian M. Viveros,4601,Brian M. Viveros,holdout
677,677,Painting in the style of Brian M. Viveros,4117,Brian M. Viveros,holdout
678,678,A reproduction of art by Brian M. Viveros,1476,Brian M. Viveros,holdout
679,679,A famous artwork by Brian M. Viveros,4084,Brian M. Viveros,holdout
680,680,Image in the style of Maxwell Boas,150,Maxwell Boas,holdout
681,681,Art inspired by Maxwell Boas,2998,Maxwell Boas,holdout
682,682,Painting in the style of Maxwell Boas,54,Maxwell Boas,holdout
683,683,A reproduction of art by Maxwell Boas,4059,Maxwell Boas,holdout
684,684,A famous artwork by Maxwell Boas,2627,Maxwell Boas,holdout
685,685,Image in the style of Howard Finster,2367,Howard Finster,holdout
686,686,Art inspired by Howard Finster,3019,Howard Finster,holdout
687,687,Painting in the style of Howard Finster,3719,Howard Finster,holdout
688,688,A reproduction of art by Howard Finster,208,Howard Finster,holdout
689,689,A famous artwork by Howard Finster,3437,Howard Finster,holdout
690,690,Image in the style of Yoji Shinkawa,1911,Yoji Shinkawa,holdout
691,691,Art inspired by Yoji Shinkawa,3186,Yoji Shinkawa,holdout
692,692,Painting in the style of Yoji Shinkawa,3910,Yoji Shinkawa,holdout
693,693,A reproduction of art by Yoji Shinkawa,179,Yoji Shinkawa,holdout
694,694,A famous artwork by Yoji Shinkawa,365,Yoji Shinkawa,holdout
695,695,Image in the style of Cuno Amiet,4633,Cuno Amiet,holdout
696,696,Art inspired by Cuno Amiet,3093,Cuno Amiet,holdout
697,697,Painting in the style of Cuno Amiet,110,Cuno Amiet,holdout
698,698,A reproduction of art by Cuno Amiet,3017,Cuno Amiet,holdout
699,699,A famous artwork by Cuno Amiet,4836,Cuno Amiet,holdout
700,700,Image in the style of George Ault,3243,George Ault,holdout
701,701,Art inspired by George Ault,2088,George Ault,holdout
702,702,Painting in the style of George Ault,994,George Ault,holdout
703,703,A reproduction of art by George Ault,1346,George Ault,holdout
704,704,A famous artwork by George Ault,3421,George Ault,holdout
705,705,Image in the style of Roz Chast,1379,Roz Chast,holdout
706,706,Art inspired by Roz Chast,3792,Roz Chast,holdout
707,707,Painting in the style of Roz Chast,1505,Roz Chast,holdout
708,708,A reproduction of art by Roz Chast,1414,Roz Chast,holdout
709,709,A famous artwork by Roz Chast,2928,Roz Chast,holdout
710,710,Image in the style of Jessie Willcox Smith,2547,Jessie Willcox Smith,holdout
711,711,Art inspired by Jessie Willcox Smith,3896,Jessie Willcox Smith,holdout
712,712,Painting in the style of Jessie Willcox Smith,4016,Jessie Willcox Smith,holdout
713,713,A reproduction of art by Jessie Willcox Smith,3818,Jessie Willcox Smith,holdout
714,714,A famous artwork by Jessie Willcox Smith,703,Jessie Willcox Smith,holdout
715,715,Image in the style of Andréi Arinouchkine,208,Andréi Arinouchkine,holdout
716,716,Art inspired by Andréi Arinouchkine,3083,Andréi Arinouchkine,holdout
717,717,Painting in the style of Andréi Arinouchkine,835,Andréi Arinouchkine,holdout
718,718,A reproduction of art by Andréi Arinouchkine,2060,Andréi Arinouchkine,holdout
719,719,A famous artwork by Andréi Arinouchkine,4546,Andréi Arinouchkine,holdout
720,720,Image in the style of Peter Max,1176,Peter Max,holdout
721,721,Art inspired by Peter Max,1206,Peter Max,holdout
722,722,Painting in the style of Peter Max,198,Peter Max,holdout
723,723,A reproduction of art by Peter Max,2701,Peter Max,holdout
724,724,A famous artwork by Peter Max,3234,Peter Max,holdout
725,725,Image in the style of Catherine Hyde,3785,Catherine Hyde,holdout
726,726,Art inspired by Catherine Hyde,21,Catherine Hyde,holdout
727,727,Painting in the style of Catherine Hyde,1736,Catherine Hyde,holdout
728,728,A reproduction of art by Catherine Hyde,340,Catherine Hyde,holdout
729,729,A famous artwork by Catherine Hyde,1794,Catherine Hyde,holdout
730,730,Image in the style of ROA,3139,ROA,holdout
731,731,Art inspired by ROA,1138,ROA,holdout
732,732,Painting in the style of ROA,4216,ROA,holdout
733,733,A reproduction of art by ROA,4801,ROA,holdout
734,734,A famous artwork by ROA,708,ROA,holdout
735,735,Image in the style of Banksy,380,Banksy,holdout
736,736,Art inspired by Banksy,3213,Banksy,holdout
737,737,Painting in the style of Banksy,3549,Banksy,holdout
738,738,A reproduction of art by Banksy,1615,Banksy,holdout
739,739,A famous artwork by Banksy,2379,Banksy,holdout
740,740,Image in the style of Philip Guston,1335,Philip Guston,holdout
741,741,Art inspired by Philip Guston,2319,Philip Guston,holdout
742,742,Painting in the style of Philip Guston,212,Philip Guston,holdout
743,743,A reproduction of art by Philip Guston,284,Philip Guston,holdout
744,744,A famous artwork by Philip Guston,4585,Philip Guston,holdout
745,745,Image in the style of Elizabeth Gadd,4050,Elizabeth Gadd,holdout
746,746,Art inspired by Elizabeth Gadd,4155,Elizabeth Gadd,holdout
747,747,Painting in the style of Elizabeth Gadd,4123,Elizabeth Gadd,holdout
748,748,A reproduction of art by Elizabeth Gadd,1584,Elizabeth Gadd,holdout
749,749,A famous artwork by Elizabeth Gadd,2592,Elizabeth Gadd,holdout
750,750,Image in the style of Ashley Wood,1258,Ashley Wood,holdout
751,751,Art inspired by Ashley Wood,3393,Ashley Wood,holdout
752,752,Painting in the style of Ashley Wood,350,Ashley Wood,holdout
753,753,A reproduction of art by Ashley Wood,4738,Ashley Wood,holdout
754,754,A famous artwork by Ashley Wood,2202,Ashley Wood,holdout
755,755,Image in the style of Beatrix Potter,2968,Beatrix Potter,holdout
756,756,Art inspired by Beatrix Potter,1753,Beatrix Potter,holdout
757,757,Painting in the style of Beatrix Potter,2847,Beatrix Potter,holdout
758,758,A reproduction of art by Beatrix Potter,1547,Beatrix Potter,holdout
759,759,A famous artwork by Beatrix Potter,2469,Beatrix Potter,holdout
760,760,Image in the style of Jerry Siegel,4359,Jerry Siegel,holdout
761,761,Art inspired by Jerry Siegel,3425,Jerry Siegel,holdout
762,762,Painting in the style of Jerry Siegel,1738,Jerry Siegel,holdout
763,763,A reproduction of art by Jerry Siegel,951,Jerry Siegel,holdout
764,764,A famous artwork by Jerry Siegel,2617,Jerry Siegel,holdout
765,765,Image in the style of René Lalique,1507,René Lalique,holdout
766,766,Art inspired by René Lalique,1477,René Lalique,holdout
767,767,Painting in the style of René Lalique,3899,René Lalique,holdout
768,768,A reproduction of art by René Lalique,365,René Lalique,holdout
769,769,A famous artwork by René Lalique,3540,René Lalique,holdout
770,770,Image in the style of Simone Martini,165,Simone Martini,holdout
771,771,Art inspired by Simone Martini,4027,Simone Martini,holdout
772,772,Painting in the style of Simone Martini,4997,Simone Martini,holdout
773,773,A reproduction of art by Simone Martini,2249,Simone Martini,holdout
774,774,A famous artwork by Simone Martini,4261,Simone Martini,holdout
775,775,Image in the style of Pipilotti Rist,2647,Pipilotti Rist,holdout
776,776,Art inspired by Pipilotti Rist,4190,Pipilotti Rist,holdout
777,777,Painting in the style of Pipilotti Rist,4875,Pipilotti Rist,holdout
778,778,A reproduction of art by Pipilotti Rist,4665,Pipilotti Rist,holdout
779,779,A famous artwork by Pipilotti Rist,3868,Pipilotti Rist,holdout
780,780,Image in the style of Bridget Riley,4790,Bridget Riley,holdout
781,781,Art inspired by Bridget Riley,161,Bridget Riley,holdout
782,782,Painting in the style of Bridget Riley,1988,Bridget Riley,holdout
783,783,A reproduction of art by Bridget Riley,3428,Bridget Riley,holdout
784,784,A famous artwork by Bridget Riley,1449,Bridget Riley,holdout
785,785,Image in the style of Masaaki Sasamoto,4774,Masaaki Sasamoto,holdout
786,786,Art inspired by Masaaki Sasamoto,494,Masaaki Sasamoto,holdout
787,787,Painting in the style of Masaaki Sasamoto,746,Masaaki Sasamoto,holdout
788,788,A reproduction of art by Masaaki Sasamoto,4664,Masaaki Sasamoto,holdout
