,case_number,prompt,evaluation_seed,artist,type
387,387,Painting in the style of Frank Xavier Leyendecker,4989,Frank Xavier Leyendecker,preserved
388,388,A reproduction of art by Frank Xavier Leyendecker,1722,Frank Xavier Leyendecker,preserved
389,389,A famous artwork by Frank Xavier Leyendecker,2990,Frank Xavier Leyendecker,preserved
390,390,Image in the style of Till Freitag,2797,Till Freitag,preserved
391,391,Art inspired by Till Freitag,1657,Till Freitag,preserved
392,392,Painting in the style of Till Freitag,3501,Till Freitag,preserved
393,393,A reproduction of art by Till Freitag,4463,Till Freitag,preserved
394,394,A famous artwork by Till Freitag,1314,Till Freitag,preserved
395,395,Image in the style of Wim Crouwel,2080,Wim Crouwel,preserved
396,396,Art inspired by Wim Crouwel,4277,Wim Crouwel,preserved
397,397,Painting in the style of Wim Crouwel,1715,Wim Crouwel,preserved
398,398,A reproduction of art by Wim Crouwel,163,Wim Crouwel,preserved
399,399,A famous artwork by Wim Crouwel,3209,Wim Crouwel,preserved
400,400,Image in the style of Craig Mullins,3494,Craig Mullins,preserved
401,401,Art inspired by Craig Mullins,3688,Craig Mullins,preserved
402,402,Painting in the style of Craig Mullins,407,Craig Mullins,preserved
403,403,A reproduction of art by Craig Mullins,3453,Craig Mullins,preserved
404,404,A famous artwork by Craig Mullins,1878,Craig Mullins,preserved
405,405,Image in the style of Marc Simonetti,1000,Marc Simonetti,preserved
406,406,Art inspired by Marc Simonetti,3066,Marc Simonetti,preserved
407,407,Painting in the style of Marc Simonetti,1919,Marc Simonetti,preserved
408,408,A reproduction of art by Marc Simonetti,508,Marc Simonetti,preserved
409,409,A famous artwork by Marc Simonetti,4004,Marc Simonetti,preserved
410,410,Image in the style of Carl Holsoe,2509,Carl Holsoe,preserved
411,411,Art inspired by Carl Holsoe,3370,Carl Holsoe,preserved
412,412,Painting in the style of Carl Holsoe,3234,Carl Holsoe,preserved
413,413,A reproduction of art by Carl Holsoe,4564,Carl Holsoe,preserved
414,414,A famous artwork by Carl Holsoe,1763,Carl Holsoe,preserved
415,415,Image in the style of Allen Williams,1743,Allen Williams,preserved
416,416,Art inspired by Allen Williams,2158,Allen Williams,preserved
417,417,Painting in the style of Allen Williams,4826,Allen Williams,preserved
418,418,A reproduction of art by Allen Williams,2426,Allen Williams,preserved
419,419,A famous artwork by Allen Williams,825,Allen Williams,preserved
420,420,Image in the style of Rafael Albuquerque,4454,Rafael Albuquerque,preserved
421,421,Art inspired by Rafael Albuquerque,2716,Rafael Albuquerque,preserved
422,422,Painting in the style of Rafael Albuquerque,1432,Rafael Albuquerque,preserved
423,423,A reproduction of art by Rafael Albuquerque,2397,Rafael Albuquerque,preserved
424,424,A famous artwork by Rafael Albuquerque,3796,Rafael Albuquerque,preserved
425,425,Image in the style of Tsutomu Nihei,1392,Tsutomu Nihei,preserved
426,426,Art inspired by Tsutomu Nihei,3632,Tsutomu Nihei,preserved
427,427,Painting in the style of Tsutomu Nihei,4284,Tsutomu Nihei,preserved
428,428,A reproduction of art by Tsutomu Nihei,3780,Tsutomu Nihei,preserved
429,429,A famous artwork by Tsutomu Nihei,3002,Tsutomu Nihei,preserved
430,430,Image in the style of Paul Laffoley,4215,Paul Laffoley,preserved
431,431,Art inspired by Paul Laffoley,4218,Paul Laffoley,preserved
432,432,Painting in the style of Paul Laffoley,335,Paul Laffoley,preserved
433,433,A reproduction of art by Paul Laffoley,2850,Paul Laffoley,preserved
434,434,A famous artwork by Paul Laffoley,1507,Paul Laffoley,preserved
435,435,Image in the style of Brian Froud,2140,Brian Froud,preserved
436,436,Art inspired by Brian Froud,3700,Brian Froud,preserved
437,437,Painting in the style of Brian Froud,705,Brian Froud,preserved
438,438,A reproduction of art by Brian Froud,1474,Brian Froud,preserved
439,439,A famous artwork by Brian Froud,3600,Brian Froud,preserved
440,440,Image in the style of Helio Oiticica,2765,Helio Oiticica,preserved
441,441,Art inspired by Helio Oiticica,447,Helio Oiticica,preserved
442,442,Painting in the style of Helio Oiticica,2083,Helio Oiticica,preserved
443,443,A reproduction of art by Helio Oiticica,777,Helio Oiticica,preserved
444,444,A famous artwork by Helio Oiticica,3081,Helio Oiticica,preserved
445,445,Image in the style of Issac Levitan,314,Issac Levitan,preserved
446,446,Art inspired by Issac Levitan,2712,Issac Levitan,preserved
447,447,Painting in the style of Issac Levitan,2865,Issac Levitan,preserved
448,448,A reproduction of art by Issac Levitan,1,Issac Levitan,preserved
449,449,A famous artwork by Issac Levitan,2205,Issac Levitan,preserved
450,450,Image in the style of Santiago Caruso,494,Santiago Caruso,preserved
451,451,Art inspired by Santiago Caruso,650,Santiago Caruso,preserved
452,452,Painting in the style of Santiago Caruso,1329,Santiago Caruso,preserved
453,453,A reproduction of art by Santiago Caruso,4035,Santiago Caruso,preserved
454,454,A famous artwork by Santiago Caruso,1169,Santiago Caruso,preserved
455,455,Image in the style of Otto Dix,2985,Otto Dix,preserved
456,456,Art inspired by Otto Dix,2837,Otto Dix,preserved
457,457,Painting in the style of Otto Dix,340,Otto Dix,preserved
458,458,A reproduction of art by Otto Dix,2153,Otto Dix,preserved
459,459,A famous artwork by Otto Dix,2157,Otto Dix,preserved
460,460,Image in the style of Kevin Gnutzmans,2384,Kevin Gnutzmans,preserved
461,461,Art inspired by Kevin Gnutzmans,461,Kevin Gnutzmans,preserved
462,462,Painting in the style of Kevin Gnutzmans,4830,Kevin Gnutzmans,preserved
463,463,A reproduction of art by Kevin Gnutzmans,2679,Kevin Gnutzmans,preserved
464,464,A famous artwork by Kevin Gnutzmans,619,Kevin Gnutzmans,preserved
465,465,Image in the style of Andre-Charles Boulle,3620,Andre-Charles Boulle,preserved
466,466,Art inspired by Andre-Charles Boulle,3699,Andre-Charles Boulle,preserved
467,467,Painting in the style of Andre-Charles Boulle,4037,Andre-Charles Boulle,preserved
468,468,A reproduction of art by Andre-Charles Boulle,4214,Andre-Charles Boulle,preserved
469,469,A famous artwork by Andre-Charles Boulle,1915,Andre-Charles Boulle,preserved
470,470,Image in the style of Aron Demetz,4340,Aron Demetz,preserved
471,471,Art inspired by Aron Demetz,2670,Aron Demetz,preserved
472,472,Painting in the style of Aron Demetz,85,Aron Demetz,preserved
473,473,A reproduction of art by Aron Demetz,777,Aron Demetz,preserved
474,474,A famous artwork by Aron Demetz,3536,Aron Demetz,preserved
475,475,Image in the style of Robert Rauschenberg,4209,Robert Rauschenberg,preserved
476,476,Art inspired by Robert Rauschenberg,4149,Robert Rauschenberg,preserved
477,477,Painting in the style of Robert Rauschenberg,1390,Robert Rauschenberg,preserved
478,478,A reproduction of art by Robert Rauschenberg,1448,Robert Rauschenberg,preserved
479,479,A famous artwork by Robert Rauschenberg,146,Robert Rauschenberg,preserved
480,480,Image in the style of Eduardo Kobra,4285,Eduardo Kobra,preserved
481,481,Art inspired by Eduardo Kobra,1580,Eduardo Kobra,preserved
482,482,Painting in the style of Eduardo Kobra,775,Eduardo Kobra,preserved
483,483,A reproduction of art by Eduardo Kobra,1843,Eduardo Kobra,preserved
484,484,A famous artwork by Eduardo Kobra,525,Eduardo Kobra,preserved
485,485,Image in the style of Mati Klarwein,71,Mati Klarwein,preserved
486,486,Art inspired by Mati Klarwein,1582,Mati Klarwein,preserved
487,487,Painting in the style of Mati Klarwein,1341,Mati Klarwein,preserved
488,488,A reproduction of art by Mati Klarwein,1180,Mati Klarwein,preserved
489,489,A famous artwork by Mati Klarwein,155,Mati Klarwein,preserved
490,490,Image in the style of Brian Mashburn,3131,Brian Mashburn,preserved
491,491,Art inspired by Brian Mashburn,343,Brian Mashburn,preserved
492,492,Painting in the style of Brian Mashburn,2260,Brian Mashburn,preserved
493,493,A reproduction of art by Brian Mashburn,3508,Brian Mashburn,preserved
494,494,A famous artwork by Brian Mashburn,2803,Brian Mashburn,preserved
495,495,Image in the style of Max Beckmann,2994,Max Beckmann,preserved
496,496,Art inspired by Max Beckmann,2337,Max Beckmann,preserved
497,497,Painting in the style of Max Beckmann,4122,Max Beckmann,preserved
498,498,A reproduction of art by Max Beckmann,3401,Max Beckmann,preserved
499,499,A famous artwork by Max Beckmann,3281,Max Beckmann,preserved
500,500,Image in the style of Paul Delvaux,4843,Paul Delvaux,preserved
501,501,Art inspired by Paul Delvaux,979,Paul Delvaux,preserved
502,502,Painting in the style of Paul Delvaux,3734,Paul Delvaux,preserved
503,503,A reproduction of art by Paul Delvaux,2860,Paul Delvaux,preserved
504,504,A famous artwork by Paul Delvaux,4279,Paul Delvaux,preserved
505,505,Image in the style of Arthur Wardle,768,Arthur Wardle,preserved
506,506,Art inspired by Arthur Wardle,4943,Arthur Wardle,preserved
507,507,Painting in the style of Arthur Wardle,3743,Arthur Wardle,preserved
508,508,A reproduction of art by Arthur Wardle,4912,Arthur Wardle,preserved
509,509,A famous artwork by Arthur Wardle,155,Arthur Wardle,preserved
510,510,Image in the style of Jacob van Ruisdael,125,Jacob van Ruisdael,preserved
511,511,Art inspired by Jacob van Ruisdael,1198,Jacob van Ruisdael,preserved
512,512,Painting in the style of Jacob van Ruisdael,3639,Jacob van Ruisdael,preserved
513,513,A reproduction of art by Jacob van Ruisdael,4234,Jacob van Ruisdael,preserved
514,514,A famous artwork by Jacob van Ruisdael,3338,Jacob van Ruisdael,preserved
515,515,Image in the style of Billy Childish,1280,Billy Childish,preserved
516,516,Art inspired by Billy Childish,613,Billy Childish,preserved
517,517,Painting in the style of Billy Childish,3291,Billy Childish,preserved
518,518,A reproduction of art by Billy Childish,3262,Billy Childish,preserved
519,519,A famous artwork by Billy Childish,2025,Billy Childish,preserved
520,520,Image in the style of Lyubov Popova,3895,Lyubov Popova,preserved
521,521,Art inspired by Lyubov Popova,2210,Lyubov Popova,preserved
522,522,Painting in the style of Lyubov Popova,570,Lyubov Popova,preserved
523,523,A reproduction of art by Lyubov Popova,937,Lyubov Popova,preserved
524,524,A famous artwork by Lyubov Popova,3322,Lyubov Popova,preserved
525,525,Image in the style of Lovis Corinth,2635,Lovis Corinth,preserved
526,526,Art inspired by Lovis Corinth,4125,Lovis Corinth,preserved
527,527,Painting in the style of Lovis Corinth,1176,Lovis Corinth,preserved
528,528,A reproduction of art by Lovis Corinth,4655,Lovis Corinth,preserved
529,529,A famous artwork by Lovis Corinth,4686,Lovis Corinth,preserved
530,530,Image in the style of Bruce Munro,1657,Bruce Munro,preserved
531,531,Art inspired by Bruce Munro,2971,Bruce Munro,preserved
532,532,Painting in the style of Bruce Munro,2890,Bruce Munro,preserved
533,533,A reproduction of art by Bruce Munro,3601,Bruce Munro,preserved
534,534,A famous artwork by Bruce Munro,754,Bruce Munro,preserved
535,535,Image in the style of Kuno Veeber,728,Kuno Veeber,preserved
536,536,Art inspired by Kuno Veeber,949,Kuno Veeber,preserved
537,537,Painting in the style of Kuno Veeber,2226,Kuno Veeber,preserved
538,538,A reproduction of art by Kuno Veeber,4484,Kuno Veeber,preserved
539,539,A famous artwork by Kuno Veeber,3760,Kuno Veeber,preserved
540,540,Image in the style of Carlos Schwabe,3175,Carlos Schwabe,preserved
541,541,Art inspired by Carlos Schwabe,2367,Carlos Schwabe,preserved
542,542,Painting in the style of Carlos Schwabe,3802,Carlos Schwabe,preserved
543,543,A reproduction of art by Carlos Schwabe,4227,Carlos Schwabe,preserved
544,544,A famous artwork by Carlos Schwabe,2058,Carlos Schwabe,preserved
545,545,Image in the style of Damien Hirst,488,Damien Hirst,preserved
546,546,Art inspired by Damien Hirst,2844,Damien Hirst,preserved
547,547,Painting in the style of Damien Hirst,2277,Damien Hirst,preserved
548,548,A reproduction of art by Damien Hirst,3964,Damien Hirst,preserved
549,549,A famous artwork by Damien Hirst,3113,Damien Hirst,preserved
550,550,Image in the style of Artur Bordalo,4389,Artur Bordalo,preserved
551,551,Art inspired by Artur Bordalo,2450,Artur Bordalo,preserved
552,552,Painting in the style of Artur Bordalo,2330,Artur Bordalo,preserved
553,553,A reproduction of art by Artur Bordalo,2445,Artur Bordalo,preserved
554,554,A famous artwork by Artur Bordalo,418,Artur Bordalo,preserved
555,555,Image in the style of George Stubbs,1305,George Stubbs,preserved
556,556,Art inspired by George Stubbs,4457,George Stubbs,preserved
557,557,Painting in the style of George Stubbs,3258,George Stubbs,preserved
558,558,A reproduction of art by George Stubbs,1238,George Stubbs,preserved
559,559,A famous artwork by George Stubbs,2105,George Stubbs,preserved
560,560,Image in the style of Ai Weiwei,4144,Ai Weiwei,preserved
561,561,Art inspired by Ai Weiwei,3121,Ai Weiwei,preserved
562,562,Painting in the style of Ai Weiwei,3663,Ai Weiwei,preserved
563,563,A reproduction of art by Ai Weiwei,3669,Ai Weiwei,preserved
564,564,A famous artwork by Ai Weiwei,3851,Ai Weiwei,preserved
565,565,Image in the style of Mike Deodato,2908,Mike Deodato,preserved
566,566,Art inspired by Mike Deodato,1173,Mike Deodato,preserved
567,567,Painting in the style of Mike Deodato,1987,Mike Deodato,preserved
568,568,A reproduction of art by Mike Deodato,2975,Mike Deodato,preserved
569,569,A famous artwork by Mike Deodato,2058,Mike Deodato,preserved
570,570,Image in the style of Vincent Tanguay,2212,Vincent Tanguay,preserved
571,571,Art inspired by Vincent Tanguay,2064,Vincent Tanguay,preserved
572,572,Painting in the style of Vincent Tanguay,4610,Vincent Tanguay,preserved
573,573,A reproduction of art by Vincent Tanguay,3260,Vincent Tanguay,preserved
574,574,A famous artwork by Vincent Tanguay,4612,Vincent Tanguay,preserved
575,575,Image in the style of Jean Marc Nattier,1667,Jean Marc Nattier,preserved
576,576,Art inspired by Jean Marc Nattier,1213,Jean Marc Nattier,preserved
577,577,Painting in the style of Jean Marc Nattier,3007,Jean Marc Nattier,preserved
578,578,A reproduction of art by Jean Marc Nattier,4937,Jean Marc Nattier,preserved
579,579,A famous artwork by Jean Marc Nattier,2565,Jean Marc Nattier,preserved
580,580,Image in the style of Giorgio De Chirico,3744,Giorgio De Chirico,preserved
581,581,Art inspired by Giorgio De Chirico,268,Giorgio De Chirico,preserved
582,582,Painting in the style of Giorgio De Chirico,4,Giorgio De Chirico,preserved
583,583,A reproduction of art by Giorgio De Chirico,1897,Giorgio De Chirico,preserved
584,584,A famous artwork by Giorgio De Chirico,1816,Giorgio De Chirico,preserved
585,585,Image in the style of Dan Witz,1890,Dan Witz,preserved
586,586,Art inspired by Dan Witz,2309,Dan Witz,preserved
587,587,Painting in the style of Dan Witz,2059,Dan Witz,preserved
588,588,A reproduction of art by Dan Witz,4063,Dan Witz,preserved
589,589,A famous artwork by Dan Witz,1972,Dan Witz,preserved
590,590,Image in the style of Shusei Nagaoko,3689,Shusei Nagaoko,preserved
591,591,Art inspired by Shusei Nagaoko,762,Shusei Nagaoko,preserved
592,592,Painting in the style of Shusei Nagaoko,3343,Shusei Nagaoko,preserved
593,593,A reproduction of art by Shusei Nagaoko,4423,Shusei Nagaoko,preserved
594,594,A famous artwork by Shusei Nagaoko,1333,Shusei Nagaoko,preserved
595,595,Image in the style of Etienne Hebinger,3386,Etienne Hebinger,preserved
596,596,Art inspired by Etienne Hebinger,999,Etienne Hebinger,preserved
597,597,Painting in the style of Etienne Hebinger,2700,Etienne Hebinger,preserved
598,598,A reproduction of art by Etienne Hebinger,3249,Etienne Hebinger,preserved
599,599,A famous artwork by Etienne Hebinger,4383,Etienne Hebinger,preserved
600,600,Image in the style of Alexandre-Évariste Fragonard,1659,Alexandre-Évariste Fragonard,preserved
601,601,Art inspired by Alexandre-Évariste Fragonard,4914,Alexandre-Évariste Fragonard,preserved
602,602,Painting in the style of Alexandre-Évariste Fragonard,796,Alexandre-Évariste Fragonard,preserved
603,603,A reproduction of art by Alexandre-Évariste Fragonard,2737,Alexandre-Évariste Fragonard,preserved
604,604,A famous artwork by Alexandre-Évariste Fragonard,1261,Alexandre-Évariste Fragonard,preserved
605,605,Image in the style of Agostino Tassi,1577,Agostino Tassi,preserved
606,606,Art inspired by Agostino Tassi,162,Agostino Tassi,preserved
607,607,Painting in the style of Agostino Tassi,1610,Agostino Tassi,preserved
608,608,A reproduction of art by Agostino Tassi,2514,Agostino Tassi,preserved
609,609,A famous artwork by Agostino Tassi,1467,Agostino Tassi,preserved
610,610,Image in the style of Atelier Olschinsky,145,Atelier Olschinsky,preserved
611,611,Art inspired by Atelier Olschinsky,4843,Atelier Olschinsky,preserved
612,612,Painting in the style of Atelier Olschinsky,1171,Atelier Olschinsky,preserved
613,613,A reproduction of art by Atelier Olschinsky,3604,Atelier Olschinsky,preserved
614,614,A famous artwork by Atelier Olschinsky,2807,Atelier Olschinsky,preserved
615,615,Image in the style of Jan Pietersz Saenredam,1773,Jan Pietersz Saenredam,preserved
616,616,Art inspired by Jan Pietersz Saenredam,2101,Jan Pietersz Saenredam,preserved
617,617,Painting in the style of Jan Pietersz Saenredam,687,Jan Pietersz Saenredam,preserved
618,618,A reproduction of art by Jan Pietersz Saenredam,3952,Jan Pietersz Saenredam,preserved
619,619,A famous artwork by Jan Pietersz Saenredam,222,Jan Pietersz Saenredam,preserved
620,620,Image in the style of Lucian Freud,3086,Lucian Freud,preserved
621,621,Art inspired by Lucian Freud,4692,Lucian Freud,preserved
622,622,Painting in the style of Lucian Freud,3398,Lucian Freud,preserved
623,623,A reproduction of art by Lucian Freud,1043,Lucian Freud,preserved
624,624,A famous artwork by Lucian Freud,2635,Lucian Freud,preserved
625,625,Image in the style of Atay Ghailan,3239,Atay Ghailan,preserved
626,626,Art inspired by Atay Ghailan,1678,Atay Ghailan,preserved
627,627,Painting in the style of Atay Ghailan,4460,Atay Ghailan,preserved
628,628,A reproduction of art by Atay Ghailan,933,Atay Ghailan,preserved
629,629,A famous artwork by Atay Ghailan,4768,Atay Ghailan,preserved
630,630,Image in the style of Anton Domenico Gabbiani,4148,Anton Domenico Gabbiani,preserved
631,631,Art inspired by Anton Domenico Gabbiani,2821,Anton Domenico Gabbiani,preserved
632,632,Painting in the style of Anton Domenico Gabbiani,1356,Anton Domenico Gabbiani,preserved
633,633,A reproduction of art by Anton Domenico Gabbiani,1060,Anton Domenico Gabbiani,preserved
634,634,A famous artwork by Anton Domenico Gabbiani,2262,Anton Domenico Gabbiani,preserved
635,635,Image in the style of Kawanabe Kyōsai,2092,Kawanabe Kyōsai,preserved
636,636,Art inspired by Kawanabe Kyōsai,683,Kawanabe Kyōsai,preserved
637,637,Painting in the style of Kawanabe Kyōsai,1436,Kawanabe Kyōsai,preserved
638,638,A reproduction of art by Kawanabe Kyōsai,198,Kawanabe Kyōsai,preserved
639,639,A famous artwork by Kawanabe Kyōsai,1655,Kawanabe Kyōsai,preserved
640,640,Image in the style of Reylia Slaby,3692,Reylia Slaby,preserved
641,641,Art inspired by Reylia Slaby,2944,Reylia Slaby,preserved
642,642,Painting in the style of Reylia Slaby,3310,Reylia Slaby,preserved
643,643,A reproduction of art by Reylia Slaby,2362,Reylia Slaby,preserved
644,644,A famous artwork by Reylia Slaby,2286,Reylia Slaby,preserved
645,645,Image in the style of Ernst Haeckel,3006,Ernst Haeckel,preserved
646,646,Art inspired by Ernst Haeckel,1668,Ernst Haeckel,preserved
647,647,Painting in the style of Ernst Haeckel,372,Ernst Haeckel,preserved
648,648,A reproduction of art by Ernst Haeckel,2256,Ernst Haeckel,preserved
649,649,A famous artwork by Ernst Haeckel,47,Ernst Haeckel,preserved
650,650,Image in the style of Brian Despain,1492,Brian Despain,preserved
651,651,Art inspired by Brian Despain,4518,Brian Despain,preserved
652,652,Painting in the style of Brian Despain,2673,Brian Despain,preserved
653,653,A reproduction of art by Brian Despain,2183,Brian Despain,preserved
654,654,A famous artwork by Brian Despain,655,Brian Despain,preserved
655,655,Image in the style of Jean Dubuffet,2494,Jean Dubuffet,preserved
656,656,Art inspired by Jean Dubuffet,1070,Jean Dubuffet,preserved
657,657,Painting in the style of Jean Dubuffet,3423,Jean Dubuffet,preserved
658,658,A reproduction of art by Jean Dubuffet,3478,Jean Dubuffet,preserved
659,659,A famous artwork by Jean Dubuffet,1148,Jean Dubuffet,preserved
660,660,Image in the style of Ann Stookey,3433,Ann Stookey,preserved
661,661,Art inspired by Ann Stookey,3866,Ann Stookey,preserved
662,662,Painting in the style of Ann Stookey,3126,Ann Stookey,preserved
663,663,A reproduction of art by Ann Stookey,2098,Ann Stookey,preserved
664,664,A famous artwork by Ann Stookey,3216,Ann Stookey,preserved
665,665,Image in the style of Kaws,645,Kaws,preserved
666,666,Art inspired by Kaws,2986,Kaws,preserved
667,667,Painting in the style of Kaws,3680,Kaws,preserved
668,668,A reproduction of art by Kaws,813,Kaws,preserved
669,669,A famous artwork by Kaws,3288,Kaws,preserved
670,670,Image in the style of Oskar Kokoschka,3770,Oskar Kokoschka,preserved
671,671,Art inspired by Oskar Kokoschka,2834,Oskar Kokoschka,preserved
672,672,Painting in the style of Oskar Kokoschka,1038,Oskar Kokoschka,preserved
673,673,A reproduction of art by Oskar Kokoschka,2843,Oskar Kokoschka,preserved
674,674,A famous artwork by Oskar Kokoschka,1273,Oskar Kokoschka,preserved
675,675,Image in the style of André Masson,210,André Masson,preserved
676,676,Art inspired by André Masson,407,André Masson,preserved
677,677,Painting in the style of André Masson,2795,André Masson,preserved
678,678,A reproduction of art by André Masson,3262,André Masson,preserved
679,679,A famous artwork by André Masson,3088,André Masson,preserved
680,680,Image in the style of John Kenn Mortensen,638,John Kenn Mortensen,preserved
681,681,Art inspired by John Kenn Mortensen,2438,John Kenn Mortensen,preserved
682,682,Painting in the style of John Kenn Mortensen,2337,John Kenn Mortensen,preserved
683,683,A reproduction of art by John Kenn Mortensen,1845,John Kenn Mortensen,preserved
684,684,A famous artwork by John Kenn Mortensen,2511,John Kenn Mortensen,preserved
685,685,Image in the style of Stephen Shore,685,Stephen Shore,preserved
686,686,Art inspired by Stephen Shore,3840,Stephen Shore,preserved
687,687,Painting in the style of Stephen Shore,3316,Stephen Shore,preserved
688,688,A reproduction of art by Stephen Shore,1729,Stephen Shore,preserved
689,689,A famous artwork by Stephen Shore,3618,Stephen Shore,preserved
690,690,Image in the style of Adam Elsheimer,1830,Adam Elsheimer,preserved
691,691,Art inspired by Adam Elsheimer,607,Adam Elsheimer,preserved
692,692,Painting in the style of Adam Elsheimer,432,Adam Elsheimer,preserved
693,693,A reproduction of art by Adam Elsheimer,3492,Adam Elsheimer,preserved
694,694,A famous artwork by Adam Elsheimer,660,Adam Elsheimer,preserved
695,695,Image in the style of Cory Loftis,3652,Cory Loftis,preserved
696,696,Art inspired by Cory Loftis,2948,Cory Loftis,preserved
697,697,Painting in the style of Cory Loftis,756,Cory Loftis,preserved
698,698,A reproduction of art by Cory Loftis,4552,Cory Loftis,preserved
699,699,A famous artwork by Cory Loftis,3714,Cory Loftis,preserved
700,700,Image in the style of Camille Corot,3923,Camille Corot,preserved
701,701,Art inspired by Camille Corot,1163,Camille Corot,preserved
702,702,Painting in the style of Camille Corot,2452,Camille Corot,preserved
703,703,A reproduction of art by Camille Corot,2898,Camille Corot,preserved
704,704,A famous artwork by Camille Corot,1669,Camille Corot,preserved
705,705,Image in the style of Thomas Saliot,2165,Thomas Saliot,preserved
706,706,Art inspired by Thomas Saliot,3583,Thomas Saliot,preserved
707,707,Painting in the style of Thomas Saliot,3979,Thomas Saliot,preserved
708,708,A reproduction of art by Thomas Saliot,3414,Thomas Saliot,preserved
709,709,A famous artwork by Thomas Saliot,344,Thomas Saliot,preserved
710,710,Image in the style of Noah Bradley,843,Noah Bradley,preserved
711,711,Art inspired by Noah Bradley,233,Noah Bradley,preserved
712,712,Painting in the style of Noah Bradley,350,Noah Bradley,preserved
713,713,A reproduction of art by Noah Bradley,3214,Noah Bradley,preserved
714,714,A famous artwork by Noah Bradley,4987,Noah Bradley,preserved
715,715,Image in the style of Maxfield Parrish,1239,Maxfield Parrish,preserved
716,716,Art inspired by Maxfield Parrish,3545,Maxfield Parrish,preserved
717,717,Painting in the style of Maxfield Parrish,1986,Maxfield Parrish,preserved
718,718,A reproduction of art by Maxfield Parrish,4005,Maxfield Parrish,preserved
719,719,A famous artwork by Maxfield Parrish,2322,Maxfield Parrish,preserved
720,720,Image in the style of Patricia Polacco,43,Patricia Polacco,preserved
721,721,Art inspired by Patricia Polacco,1345,Patricia Polacco,preserved
722,722,Painting in the style of Patricia Polacco,1669,Patricia Polacco,preserved
723,723,A reproduction of art by Patricia Polacco,2017,Patricia Polacco,preserved
724,724,A famous artwork by Patricia Polacco,3438,Patricia Polacco,preserved
725,725,Image in the style of Zack Snyder,4353,Zack Snyder,preserved
726,726,Art inspired by Zack Snyder,2234,Zack Snyder,preserved
727,727,Painting in the style of Zack Snyder,1554,Zack Snyder,preserved
728,728,A reproduction of art by Zack Snyder,4011,Zack Snyder,preserved
729,729,A famous artwork by Zack Snyder,2593,Zack Snyder,preserved
730,730,Image in the style of Nele Zirnite,1220,Nele Zirnite,preserved
731,731,Art inspired by Nele Zirnite,170,Nele Zirnite,preserved
732,732,Painting in the style of Nele Zirnite,4324,Nele Zirnite,preserved
733,733,A reproduction of art by Nele Zirnite,2015,Nele Zirnite,preserved
734,734,A famous artwork by Nele Zirnite,391,Nele Zirnite,preserved
735,735,Image in the style of Honoré Daumier,4909,Honoré Daumier,preserved
736,736,Art inspired by Honoré Daumier,2313,Honoré Daumier,preserved
737,737,Painting in the style of Honoré Daumier,2114,Honoré Daumier,preserved
738,738,A reproduction of art by Honoré Daumier,1104,Honoré Daumier,preserved
739,739,A famous artwork by Honoré Daumier,1275,Honoré Daumier,preserved
740,740,Image in the style of Colin Geller,4930,Colin Geller,preserved
741,741,Art inspired by Colin Geller,2551,Colin Geller,preserved
742,742,Painting in the style of Colin Geller,4970,Colin Geller,preserved
743,743,A reproduction of art by Colin Geller,4318,Colin Geller,preserved
744,744,A famous artwork by Colin Geller,1390,Colin Geller,preserved
745,745,Image in the style of Marjane Satrapi,2996,Marjane Satrapi,preserved
746,746,Art inspired by Marjane Satrapi,298,Marjane Satrapi,preserved
747,747,Painting in the style of Marjane Satrapi,4294,Marjane Satrapi,preserved
748,748,A reproduction of art by Marjane Satrapi,1724,Marjane Satrapi,preserved
749,749,A famous artwork by Marjane Satrapi,2797,Marjane Satrapi,preserved
750,750,Image in the style of Rob Gonsalves,1474,Rob Gonsalves,holdout
751,751,Art inspired by Rob Gonsalves,2406,Rob Gonsalves,holdout
752,752,Painting in the style of Rob Gonsalves,4976,Rob Gonsalves,holdout
753,753,A reproduction of art by Rob Gonsalves,3833,Rob Gonsalves,holdout
754,754,A famous artwork by Rob Gonsalves,3355,Rob Gonsalves,holdout
755,755,Image in the style of Banksy,763,Banksy,holdout
756,756,Art inspired by Banksy,3937,Banksy,holdout
757,757,Painting in the style of Banksy,2587,Banksy,holdout
758,758,A reproduction of art by Banksy,1413,Banksy,holdout
759,759,A famous artwork by Banksy,953,Banksy,holdout
760,760,Image in the style of Toei Animations,1593,Toei Animations,holdout
761,761,Art inspired by Toei Animations,3629,Toei Animations,holdout
762,762,Painting in the style of Toei Animations,2859,Toei Animations,holdout
763,763,A reproduction of art by Toei Animations,383,Toei Animations,holdout
764,764,A famous artwork by Toei Animations,3701,Toei Animations,holdout
765,765,Image in the style of Eric Zener,3323,Eric Zener,holdout
766,766,Art inspired by Eric Zener,2829,Eric Zener,holdout
767,767,Painting in the style of Eric Zener,4858,Eric Zener,holdout
768,768,A reproduction of art by Eric Zener,1987,Eric Zener,holdout
769,769,A famous artwork by Eric Zener,4849,Eric Zener,holdout
770,770,Image in the style of Ryohei Hase,2456,Ryohei Hase,holdout
771,771,Art inspired by Ryohei Hase,4197,Ryohei Hase,holdout
772,772,Painting in the style of Ryohei Hase,5000,Ryohei Hase,holdout
773,773,A reproduction of art by Ryohei Hase,4554,Ryohei Hase,holdout
774,774,A famous artwork by Ryohei Hase,3155,Ryohei Hase,holdout
775,775,Image in the style of John Howe,4109,John Howe,holdout
