,case_number,prompt,evaluation_seed,artist,type
393,393,A reproduction of art by Beauford Delaney,1469,Beauford Delaney,erased
394,394,A famous artwork by Beauford Delaney,2643,Beauford Delaney,erased
395,395,Image in the style of Louis Icart,3965,Louis Icart,erased
396,396,Art inspired by Louis Icart,2948,Louis Icart,erased
397,397,Painting in the style of Louis Icart,2410,Louis Icart,erased
398,398,A reproduction of art by Louis Icart,2135,Louis Icart,erased
399,399,A famous artwork by Louis Icart,2857,Louis Icart,erased
400,400,Image in the style of Amadou Opa Bathily,4464,Amadou Opa Bathily,erased
401,401,Art inspired by Amadou Opa Bathily,3338,Amadou Opa Bathily,erased
402,402,Painting in the style of Amadou Opa Bathily,1133,Amadou Opa Bathily,erased
403,403,A reproduction of art by Amadou Opa Bathily,2166,Amadou Opa Bathily,erased
404,404,A famous artwork by Amadou Opa Bathily,3902,Amadou Opa Bathily,erased
405,405,Image in the style of Johannes Voss,3420,Johannes Voss,erased
406,406,Art inspired by Johannes Voss,3910,Johannes Voss,erased
407,407,Painting in the style of Johannes Voss,3753,Johannes Voss,erased
408,408,A reproduction of art by Johannes Voss,2382,Johannes Voss,erased
409,409,A famous artwork by Johannes Voss,4411,Johannes Voss,erased
410,410,Image in the style of Samuel Melton Fisher,3413,Samuel Melton Fisher,erased
411,411,Art inspired by Samuel Melton Fisher,2594,Samuel Melton Fisher,erased
412,412,Painting in the style of Samuel Melton Fisher,2484,Samuel Melton Fisher,erased
413,413,A reproduction of art by Samuel Melton Fisher,2805,Samuel Melton Fisher,erased
414,414,A famous artwork by Samuel Melton Fisher,3692,Samuel Melton Fisher,erased
415,415,Image in the style of Francis Coates Jones,4559,Francis Coates Jones,erased
416,416,Art inspired by Francis Coates Jones,4315,Francis Coates Jones,erased
417,417,Painting in the style of Francis Coates Jones,3821,Francis Coates Jones,erased
418,418,A reproduction of art by Francis Coates Jones,3207,Francis Coates Jones,erased
419,419,A famous artwork by Francis Coates Jones,4467,Francis Coates Jones,erased
420,420,Image in the style of David Lynch,2076,David Lynch,erased
421,421,Art inspired by David Lynch,4477,David Lynch,erased
422,422,Painting in the style of David Lynch,3424,David Lynch,erased
423,423,A reproduction of art by David Lynch,4554,David Lynch,erased
424,424,A famous artwork by David Lynch,4191,David Lynch,erased
425,425,Image in the style of Ernst Ludwig Kirchner,692,Ernst Ludwig Kirchner,erased
426,426,Art inspired by Ernst Ludwig Kirchner,3541,Ernst Ludwig Kirchner,erased
427,427,Painting in the style of Ernst Ludwig Kirchner,686,Ernst Ludwig Kirchner,erased
428,428,A reproduction of art by Ernst Ludwig Kirchner,2353,Ernst Ludwig Kirchner,erased
429,429,A famous artwork by Ernst Ludwig Kirchner,1939,Ernst Ludwig Kirchner,erased
430,430,Image in the style of Elizabeth Shippen Green,4086,Elizabeth Shippen Green,erased
431,431,Art inspired by Elizabeth Shippen Green,2512,Elizabeth Shippen Green,erased
432,432,Painting in the style of Elizabeth Shippen Green,118,Elizabeth Shippen Green,erased
433,433,A reproduction of art by Elizabeth Shippen Green,2346,Elizabeth Shippen Green,erased
434,434,A famous artwork by Elizabeth Shippen Green,3179,Elizabeth Shippen Green,erased
435,435,Image in the style of Bhupen Khakhar,4757,Bhupen Khakhar,erased
436,436,Art inspired by Bhupen Khakhar,3256,Bhupen Khakhar,erased
437,437,Painting in the style of Bhupen Khakhar,1938,Bhupen Khakhar,erased
438,438,A reproduction of art by Bhupen Khakhar,15,Bhupen Khakhar,erased
439,439,A famous artwork by Bhupen Khakhar,1965,Bhupen Khakhar,erased
440,440,Image in the style of Abraham Mintchine,4568,Abraham Mintchine,erased
441,441,Art inspired by Abraham Mintchine,1082,Abraham Mintchine,erased
442,442,Painting in the style of Abraham Mintchine,3165,Abraham Mintchine,erased
443,443,A reproduction of art by Abraham Mintchine,996,Abraham Mintchine,erased
444,444,A famous artwork by Abraham Mintchine,4101,Abraham Mintchine,erased
445,445,Image in the style of Shinji Aramaki,4325,Shinji Aramaki,erased
446,446,Art inspired by Shinji Aramaki,2639,Shinji Aramaki,erased
447,447,Painting in the style of Shinji Aramaki,3337,Shinji Aramaki,erased
448,448,A reproduction of art by Shinji Aramaki,1092,Shinji Aramaki,erased
449,449,A famous artwork by Shinji Aramaki,3011,Shinji Aramaki,erased
450,450,Image in the style of Michal Karcz,3135,Michal Karcz,erased
451,451,Art inspired by Michal Karcz,317,Michal Karcz,erased
452,452,Painting in the style of Michal Karcz,4846,Michal Karcz,erased
453,453,A reproduction of art by Michal Karcz,4441,Michal Karcz,erased
454,454,A famous artwork by Michal Karcz,2838,Michal Karcz,erased
455,455,Image in the style of Wes Anderson,339,Wes Anderson,erased
456,456,Art inspired by Wes Anderson,1090,Wes Anderson,erased
457,457,Painting in the style of Wes Anderson,4841,Wes Anderson,erased
458,458,A reproduction of art by Wes Anderson,3984,Wes Anderson,erased
459,459,A famous artwork by Wes Anderson,4518,Wes Anderson,erased
460,460,Image in the style of Skottie Young,1253,Skottie Young,erased
461,461,Art inspired by Skottie Young,3584,Skottie Young,erased
462,462,Painting in the style of Skottie Young,735,Skottie Young,erased
463,463,A reproduction of art by Skottie Young,916,Skottie Young,erased
464,464,A famous artwork by Skottie Young,2460,Skottie Young,erased
465,465,Image in the style of Atelier Olschinsky,4373,Atelier Olschinsky,erased
466,466,Art inspired by Atelier Olschinsky,2553,Atelier Olschinsky,erased
467,467,Painting in the style of Atelier Olschinsky,2637,Atelier Olschinsky,erased
468,468,A reproduction of art by Atelier Olschinsky,4793,Atelier Olschinsky,erased
469,469,A famous artwork by Atelier Olschinsky,1503,Atelier Olschinsky,erased
470,470,Image in the style of Frida Kahlo,3306,Frida Kahlo,erased
471,471,Art inspired by Frida Kahlo,1928,Frida Kahlo,erased
472,472,Painting in the style of Frida Kahlo,4202,Frida Kahlo,erased
473,473,A reproduction of art by Frida Kahlo,2929,Frida Kahlo,erased
474,474,A famous artwork by Frida Kahlo,2770,Frida Kahlo,erased
475,475,Image in the style of Henri De Toulouse Lautrec,242,Henri De Toulouse Lautrec,erased
476,476,Art inspired by Henri De Toulouse Lautrec,638,Henri De Toulouse Lautrec,erased
477,477,Painting in the style of Henri De Toulouse Lautrec,261,Henri De Toulouse Lautrec,erased
478,478,A reproduction of art by Henri De Toulouse Lautrec,2939,Henri De Toulouse Lautrec,erased
479,479,A famous artwork by Henri De Toulouse Lautrec,4675,Henri De Toulouse Lautrec,erased
480,480,Image in the style of Louis Wain,566,Louis Wain,erased
481,481,Art inspired by Louis Wain,3925,Louis Wain,erased
482,482,Painting in the style of Louis Wain,4296,Louis Wain,erased
483,483,A reproduction of art by Louis Wain,1021,Louis Wain,erased
484,484,A famous artwork by Louis Wain,4772,Louis Wain,erased
485,485,Image in the style of Julien Delval,779,Julien Delval,erased
486,486,Art inspired by Julien Delval,3066,Julien Delval,erased
487,487,Painting in the style of Julien Delval,3325,Julien Delval,erased
488,488,A reproduction of art by Julien Delval,2062,Julien Delval,erased
489,489,A famous artwork by Julien Delval,2312,Julien Delval,erased
490,490,Image in the style of Rembrandt Van Rijn,4857,Rembrandt Van Rijn,erased
491,491,Art inspired by Rembrandt Van Rijn,701,Rembrandt Van Rijn,erased
492,492,Painting in the style of Rembrandt Van Rijn,3452,Rembrandt Van Rijn,erased
493,493,A reproduction of art by Rembrandt Van Rijn,4191,Rembrandt Van Rijn,erased
494,494,A famous artwork by Rembrandt Van Rijn,631,Rembrandt Van Rijn,erased
495,495,Image in the style of Albert Dubois-Pillet,3933,Albert Dubois-Pillet,erased
496,496,Art inspired by Albert Dubois-Pillet,560,Albert Dubois-Pillet,erased
497,497,Painting in the style of Albert Dubois-Pillet,914,Albert Dubois-Pillet,erased
498,498,A reproduction of art by Albert Dubois-Pillet,3066,Albert Dubois-Pillet,erased
499,499,A famous artwork by Albert Dubois-Pillet,2773,Albert Dubois-Pillet,erased
500,500,Image in the style of J.M.W. Turner,583,J.M.W. Turner,preserved
501,501,Art inspired by J.M.W. Turner,4869,J.M.W. Turner,preserved
502,502,Painting in the style of J.M.W. Turner,1782,J.M.W. Turner,preserved
503,503,A reproduction of art by J.M.W. Turner,3612,J.M.W. Turner,preserved
504,504,A famous artwork by J.M.W. Turner,4980,J.M.W. Turner,preserved
505,505,Image in the style of Lyubov Popova,493,Lyubov Popova,preserved
506,506,Art inspired by Lyubov Popova,2295,Lyubov Popova,preserved
507,507,Painting in the style of Lyubov Popova,2309,Lyubov Popova,preserved
508,508,A reproduction of art by Lyubov Popova,4767,Lyubov Popova,preserved
509,509,A famous artwork by Lyubov Popova,4555,Lyubov Popova,preserved
510,510,Image in the style of Steve Ditko,1869,Steve Ditko,preserved
511,511,Art inspired by Steve Ditko,4721,Steve Ditko,preserved
512,512,Painting in the style of Steve Ditko,1688,Steve Ditko,preserved
513,513,A reproduction of art by Steve Ditko,3581,Steve Ditko,preserved
514,514,A famous artwork by Steve Ditko,462,Steve Ditko,preserved
515,515,Image in the style of Syd Mead,4285,Syd Mead,preserved
516,516,Art inspired by Syd Mead,2528,Syd Mead,preserved
517,517,Painting in the style of Syd Mead,2138,Syd Mead,preserved
518,518,A reproduction of art by Syd Mead,2332,Syd Mead,preserved
519,519,A famous artwork by Syd Mead,2557,Syd Mead,preserved
520,520,Image in the style of Piotr Jabłoński,1292,Piotr Jabłoński,preserved
521,521,Art inspired by Piotr Jabłoński,2712,Piotr Jabłoński,preserved
522,522,Painting in the style of Piotr Jabłoński,420,Piotr Jabłoński,preserved
523,523,A reproduction of art by Piotr Jabłoński,1530,Piotr Jabłoński,preserved
524,524,A famous artwork by Piotr Jabłoński,3567,Piotr Jabłoński,preserved
525,525,Image in the style of Anton Domenico Gabbiani,2718,Anton Domenico Gabbiani,preserved
526,526,Art inspired by Anton Domenico Gabbiani,3827,Anton Domenico Gabbiani,preserved
527,527,Painting in the style of Anton Domenico Gabbiani,1362,Anton Domenico Gabbiani,preserved
528,528,A reproduction of art by Anton Domenico Gabbiani,2375,Anton Domenico Gabbiani,preserved
529,529,A famous artwork by Anton Domenico Gabbiani,3480,Anton Domenico Gabbiani,preserved
530,530,Image in the style of Albert Edelfelt,337,Albert Edelfelt,preserved
531,531,Art inspired by Albert Edelfelt,3756,Albert Edelfelt,preserved
532,532,Painting in the style of Albert Edelfelt,3342,Albert Edelfelt,preserved
533,533,A reproduction of art by Albert Edelfelt,3283,Albert Edelfelt,preserved
534,534,A famous artwork by Albert Edelfelt,2080,Albert Edelfelt,preserved
535,535,Image in the style of Antoine Blanchard,752,Antoine Blanchard,preserved
536,536,Art inspired by Antoine Blanchard,1013,Antoine Blanchard,preserved
537,537,Painting in the style of Antoine Blanchard,1098,Antoine Blanchard,preserved
538,538,A reproduction of art by Antoine Blanchard,2001,Antoine Blanchard,preserved
539,539,A famous artwork by Antoine Blanchard,3438,Antoine Blanchard,preserved
540,540,Image in the style of Frank Xavier Leyendecker,542,Frank Xavier Leyendecker,preserved
541,541,Art inspired by Frank Xavier Leyendecker,186,Frank Xavier Leyendecker,preserved
542,542,Painting in the style of Frank Xavier Leyendecker,2422,Frank Xavier Leyendecker,preserved
543,543,A reproduction of art by Frank Xavier Leyendecker,647,Frank Xavier Leyendecker,preserved
544,544,A famous artwork by Frank Xavier Leyendecker,3820,Frank Xavier Leyendecker,preserved
545,545,Image in the style of Art Spiegelman,1251,Art Spiegelman,preserved
546,546,Art inspired by Art Spiegelman,1398,Art Spiegelman,preserved
547,547,Painting in the style of Art Spiegelman,311,Art Spiegelman,preserved
548,548,A reproduction of art by Art Spiegelman,1661,Art Spiegelman,preserved
549,549,A famous artwork by Art Spiegelman,3116,Art Spiegelman,preserved
550,550,Image in the style of Hans Arnold,2254,Hans Arnold,preserved
551,551,Art inspired by Hans Arnold,4962,Hans Arnold,preserved
552,552,Painting in the style of Hans Arnold,725,Hans Arnold,preserved
553,553,A reproduction of art by Hans Arnold,2986,Hans Arnold,preserved
554,554,A famous artwork by Hans Arnold,4090,Hans Arnold,preserved
555,555,Image in the style of Fabian Perez,4173,Fabian Perez,preserved
556,556,Art inspired by Fabian Perez,3542,Fabian Perez,preserved
557,557,Painting in the style of Fabian Perez,3457,Fabian Perez,preserved
558,558,A reproduction of art by Fabian Perez,821,Fabian Perez,preserved
559,559,A famous artwork by Fabian Perez,411,Fabian Perez,preserved
560,560,Image in the style of Zack Snyder,4212,Zack Snyder,preserved
561,561,Art inspired by Zack Snyder,191,Zack Snyder,preserved
562,562,Painting in the style of Zack Snyder,349,Zack Snyder,preserved
563,563,A reproduction of art by Zack Snyder,1653,Zack Snyder,preserved
564,564,A famous artwork by Zack Snyder,1290,Zack Snyder,preserved
565,565,Image in the style of Larry Sultan,1241,Larry Sultan,preserved
566,566,Art inspired by Larry Sultan,1597,Larry Sultan,preserved
567,567,Painting in the style of Larry Sultan,2247,Larry Sultan,preserved
568,568,A reproduction of art by Larry Sultan,302,Larry Sultan,preserved
569,569,A famous artwork by Larry Sultan,2526,Larry Sultan,preserved
570,570,Image in the style of Joel Meyerowitz,3176,Joel Meyerowitz,preserved
571,571,Art inspired by Joel Meyerowitz,1514,Joel Meyerowitz,preserved
572,572,Painting in the style of Joel Meyerowitz,3493,Joel Meyerowitz,preserved
573,573,A reproduction of art by Joel Meyerowitz,2872,Joel Meyerowitz,preserved
574,574,A famous artwork by Joel Meyerowitz,52,Joel Meyerowitz,preserved
575,575,Image in the style of Anne-Louis Girodet,3176,Anne-Louis Girodet,preserved
576,576,Art inspired by Anne-Louis Girodet,911,Anne-Louis Girodet,preserved
577,577,Painting in the style of Anne-Louis Girodet,4699,Anne-Louis Girodet,preserved
578,578,A reproduction of art by Anne-Louis Girodet,2739,Anne-Louis Girodet,preserved
579,579,A famous artwork by Anne-Louis Girodet,1399,Anne-Louis Girodet,preserved
580,580,Image in the style of Cassius Marcellus Coolidge,2762,Cassius Marcellus Coolidge,preserved
581,581,Art inspired by Cassius Marcellus Coolidge,1712,Cassius Marcellus Coolidge,preserved
582,582,Painting in the style of Cassius Marcellus Coolidge,3774,Cassius Marcellus Coolidge,preserved
583,583,A reproduction of art by Cassius Marcellus Coolidge,3606,Cassius Marcellus Coolidge,preserved
584,584,A famous artwork by Cassius Marcellus Coolidge,1463,Cassius Marcellus Coolidge,preserved
585,585,Image in the style of David Burdeny,4442,David Burdeny,preserved
586,586,Art inspired by David Burdeny,2371,David Burdeny,preserved
587,587,Painting in the style of David Burdeny,4933,David Burdeny,preserved
588,588,A reproduction of art by David Burdeny,1391,David Burdeny,preserved
589,589,A famous artwork by David Burdeny,2455,David Burdeny,preserved
590,590,Image in the style of Gustave Courbet,3771,Gustave Courbet,preserved
591,591,Art inspired by Gustave Courbet,4558,Gustave Courbet,preserved
592,592,Painting in the style of Gustave Courbet,2301,Gustave Courbet,preserved
593,593,A reproduction of art by Gustave Courbet,2950,Gustave Courbet,preserved
594,594,A famous artwork by Gustave Courbet,2446,Gustave Courbet,preserved
595,595,Image in the style of Heinrich Kley,1647,Heinrich Kley,preserved
596,596,Art inspired by Heinrich Kley,4637,Heinrich Kley,preserved
597,597,Painting in the style of Heinrich Kley,607,Heinrich Kley,preserved
598,598,A reproduction of art by Heinrich Kley,2778,Heinrich Kley,preserved
599,599,A famous artwork by Heinrich Kley,1977,Heinrich Kley,preserved
600,600,Image in the style of Brian Oldham,732,Brian Oldham,preserved
601,601,Art inspired by Brian Oldham,2581,Brian Oldham,preserved
602,602,Painting in the style of Brian Oldham,1946,Brian Oldham,preserved
603,603,A reproduction of art by Brian Oldham,1551,Brian Oldham,preserved
604,604,A famous artwork by Brian Oldham,1729,Brian Oldham,preserved
605,605,Image in the style of Anne Sudworth,3755,Anne Sudworth,preserved
606,606,Art inspired by Anne Sudworth,2758,Anne Sudworth,preserved
607,607,Painting in the style of Anne Sudworth,2383,Anne Sudworth,preserved
608,608,A reproduction of art by Anne Sudworth,1044,Anne Sudworth,preserved
609,609,A famous artwork by Anne Sudworth,3757,Anne Sudworth,preserved
610,610,Image in the style of Emil Alzamora,3607,Emil Alzamora,preserved
611,611,Art inspired by Emil Alzamora,4464,Emil Alzamora,preserved
612,612,Painting in the style of Emil Alzamora,1479,Emil Alzamora,preserved
613,613,A reproduction of art by Emil Alzamora,2616,Emil Alzamora,preserved
614,614,A famous artwork by Emil Alzamora,1475,Emil Alzamora,preserved
615,615,Image in the style of Sebastian Errazuriz,1245,Sebastian Errazuriz,preserved
616,616,Art inspired by Sebastian Errazuriz,1162,Sebastian Errazuriz,preserved
617,617,Painting in the style of Sebastian Errazuriz,3950,Sebastian Errazuriz,preserved
618,618,A reproduction of art by Sebastian Errazuriz,854,Sebastian Errazuriz,preserved
619,619,A famous artwork by Sebastian Errazuriz,3653,Sebastian Errazuriz,preserved
620,620,Image in the style of Butcher Billy,3806,Butcher Billy,preserved
621,621,Art inspired by Butcher Billy,945,Butcher Billy,preserved
622,622,Painting in the style of Butcher Billy,4972,Butcher Billy,preserved
623,623,A reproduction of art by Butcher Billy,3710,Butcher Billy,preserved
624,624,A famous artwork by Butcher Billy,1471,Butcher Billy,preserved
625,625,Image in the style of Charles Angrand,248,Charles Angrand,preserved
626,626,Art inspired by Charles Angrand,73,Charles Angrand,preserved
627,627,Painting in the style of Charles Angrand,2180,Charles Angrand,preserved
628,628,A reproduction of art by Charles Angrand,225,Charles Angrand,preserved
629,629,A famous artwork by Charles Angrand,2298,Charles Angrand,preserved
630,630,Image in the style of Geof Darrow,4268,Geof Darrow,preserved
631,631,Art inspired by Geof Darrow,361,Geof Darrow,preserved
632,632,Painting in the style of Geof Darrow,3488,Geof Darrow,preserved
633,633,A reproduction of art by Geof Darrow,2765,Geof Darrow,preserved
634,634,A famous artwork by Geof Darrow,2474,Geof Darrow,preserved
635,635,Image in the style of Barbara Hepworth,3948,Barbara Hepworth,preserved
636,636,Art inspired by Barbara Hepworth,575,Barbara Hepworth,preserved
637,637,Painting in the style of Barbara Hepworth,2590,Barbara Hepworth,preserved
638,638,A reproduction of art by Barbara Hepworth,405,Barbara Hepworth,preserved
639,639,A famous artwork by Barbara Hepworth,1901,Barbara Hepworth,preserved
640,640,Image in the style of Mort Kunstler,4593,Mort Kunstler,preserved
641,641,Art inspired by Mort Kunstler,1867,Mort Kunstler,preserved
642,642,Painting in the style of Mort Kunstler,675,Mort Kunstler,preserved
643,643,A reproduction of art by Mort Kunstler,3607,Mort Kunstler,preserved
644,644,A famous artwork by Mort Kunstler,4551,Mort Kunstler,preserved
645,645,Image in the style of Man Ray,2082,Man Ray,preserved
646,646,Art inspired by Man Ray,4709,Man Ray,preserved
647,647,Painting in the style of Man Ray,2990,Man Ray,preserved
648,648,A reproduction of art by Man Ray,3979,Man Ray,preserved
649,649,A famous artwork by Man Ray,1159,Man Ray,preserved
650,650,Image in the style of Rafał Olbiński,3395,Rafał Olbiński,preserved
651,651,Art inspired by Rafał Olbiński,3028,Rafał Olbiński,preserved
652,652,Painting in the style of Rafał Olbiński,2389,Rafał Olbiński,preserved
653,653,A reproduction of art by Rafał Olbiński,2113,Rafał Olbiński,preserved
654,654,A famous artwork by Rafał Olbiński,722,Rafał Olbiński,preserved
655,655,Image in the style of Georges Rouault,1222,Georges Rouault,preserved
656,656,Art inspired by Georges Rouault,4757,Georges Rouault,preserved
657,657,Painting in the style of Georges Rouault,1592,Georges Rouault,preserved
658,658,A reproduction of art by Georges Rouault,2293,Georges Rouault,preserved
659,659,A famous artwork by Georges Rouault,3055,Georges Rouault,preserved
660,660,Image in the style of Jerzy Duda-Gracz,1313,Jerzy Duda-Gracz,preserved
661,661,Art inspired by Jerzy Duda-Gracz,2482,Jerzy Duda-Gracz,preserved
662,662,Painting in the style of Jerzy Duda-Gracz,547,Jerzy Duda-Gracz,preserved
663,663,A reproduction of art by Jerzy Duda-Gracz,4517,Jerzy Duda-Gracz,preserved
664,664,A famous artwork by Jerzy Duda-Gracz,2339,Jerzy Duda-Gracz,preserved
665,665,Image in the style of Qing Han,1761,Qing Han,preserved
666,666,Art inspired by Qing Han,164,Qing Han,preserved
667,667,Painting in the style of Qing Han,599,Qing Han,preserved
668,668,A reproduction of art by Qing Han,396,Qing Han,preserved
669,669,A famous artwork by Qing Han,4778,Qing Han,preserved
670,670,Image in the style of Henri Rousseau,2761,Henri Rousseau,preserved
671,671,Art inspired by Henri Rousseau,3034,Henri Rousseau,preserved
672,672,Painting in the style of Henri Rousseau,1218,Henri Rousseau,preserved
673,673,A reproduction of art by Henri Rousseau,1104,Henri Rousseau,preserved
674,674,A famous artwork by Henri Rousseau,3644,Henri Rousseau,preserved
675,675,Image in the style of Jeremiah Ketner,1940,Jeremiah Ketner,preserved
676,676,Art inspired by Jeremiah Ketner,3456,Jeremiah Ketner,preserved
677,677,Painting in the style of Jeremiah Ketner,53,Jeremiah Ketner,preserved
678,678,A reproduction of art by Jeremiah Ketner,1171,Jeremiah Ketner,preserved
679,679,A famous artwork by Jeremiah Ketner,4813,Jeremiah Ketner,preserved
680,680,Image in the style of Paul Strand,1808,Paul Strand,preserved
681,681,Art inspired by Paul Strand,695,Paul Strand,preserved
682,682,Painting in the style of Paul Strand,200,Paul Strand,preserved
683,683,A reproduction of art by Paul Strand,4976,Paul Strand,preserved
684,684,A famous artwork by Paul Strand,2339,Paul Strand,preserved
685,685,Image in the style of Luca Boni,2852,Luca Boni,preserved
686,686,Art inspired by Luca Boni,887,Luca Boni,preserved
687,687,Painting in the style of Luca Boni,249,Luca Boni,preserved
688,688,A reproduction of art by Luca Boni,57,Luca Boni,preserved
689,689,A famous artwork by Luca Boni,1477,Luca Boni,preserved
690,690,Image in the style of Norman Ackroyd,662,Norman Ackroyd,preserved
691,691,Art inspired by Norman Ackroyd,3779,Norman Ackroyd,preserved
692,692,Painting in the style of Norman Ackroyd,3918,Norman Ackroyd,preserved
693,693,A reproduction of art by Norman Ackroyd,4468,Norman Ackroyd,preserved
694,694,A famous artwork by Norman Ackroyd,4477,Norman Ackroyd,preserved
695,695,Image in the style of Andreas Vesalius,602,Andreas Vesalius,preserved
696,696,Art inspired by Andreas Vesalius,3082,Andreas Vesalius,preserved
697,697,Painting in the style of Andreas Vesalius,548,Andreas Vesalius,preserved
698,698,A reproduction of art by Andreas Vesalius,4326,Andreas Vesalius,preserved
699,699,A famous artwork by Andreas Vesalius,1124,Andreas Vesalius,preserved
700,700,Image in the style of Android Jones,1502,Android Jones,preserved
701,701,Art inspired by Android Jones,409,Android Jones,preserved
702,702,Painting in the style of Android Jones,189,Android Jones,preserved
703,703,A reproduction of art by Android Jones,4533,Android Jones,preserved
704,704,A famous artwork by Android Jones,93,Android Jones,preserved
705,705,Image in the style of Anto Carte,4412,Anto Carte,preserved
706,706,Art inspired by Anto Carte,2422,Anto Carte,preserved
707,707,Painting in the style of Anto Carte,913,Anto Carte,preserved
708,708,A reproduction of art by Anto Carte,3460,Anto Carte,preserved
709,709,A famous artwork by Anto Carte,287,Anto Carte,preserved
710,710,Image in the style of Chris Turnham,4050,Chris Turnham,preserved
711,711,Art inspired by Chris Turnham,4234,Chris Turnham,preserved
712,712,Painting in the style of Chris Turnham,76,Chris Turnham,preserved
713,713,A reproduction of art by Chris Turnham,3050,Chris Turnham,preserved
714,714,A famous artwork by Chris Turnham,1832,Chris Turnham,preserved
715,715,Image in the style of Yohann Schepacz,887,Yohann Schepacz,preserved
716,716,Art inspired by Yohann Schepacz,3100,Yohann Schepacz,preserved
717,717,Painting in the style of Yohann Schepacz,895,Yohann Schepacz,preserved
718,718,A reproduction of art by Yohann Schepacz,3079,Yohann Schepacz,preserved
719,719,A famous artwork by Yohann Schepacz,3683,Yohann Schepacz,preserved
720,720,Image in the style of George Inness,3434,George Inness,preserved
721,721,Art inspired by George Inness,1153,George Inness,preserved
722,722,Painting in the style of George Inness,3142,George Inness,preserved
723,723,A reproduction of art by George Inness,386,George Inness,preserved
724,724,A famous artwork by George Inness,1982,George Inness,preserved
725,725,Image in the style of Giovanni Battista Gaulli,4933,Giovanni Battista Gaulli,preserved
726,726,Art inspired by Giovanni Battista Gaulli,1063,Giovanni Battista Gaulli,preserved
727,727,Painting in the style of Giovanni Battista Gaulli,3251,Giovanni Battista Gaulli,preserved
728,728,A reproduction of art by Giovanni Battista Gaulli,1919,Giovanni Battista Gaulli,preserved
729,729,A famous artwork by Giovanni Battista Gaulli,3430,Giovanni Battista Gaulli,preserved
730,730,Image in the style of Anton Otto Fischer,274,Anton Otto Fischer,preserved
731,731,Art inspired by Anton Otto Fischer,1929,Anton Otto Fischer,preserved
732,732,Painting in the style of Anton Otto Fischer,1350,Anton Otto Fischer,preserved
733,733,A reproduction of art by Anton Otto Fischer,1023,Anton Otto Fischer,preserved
734,734,A famous artwork by Anton Otto Fischer,66,Anton Otto Fischer,preserved
735,735,Image in the style of Otto Dix,4224,Otto Dix,preserved
736,736,Art inspired by Otto Dix,3261,Otto Dix,preserved
737,737,Painting in the style of Otto Dix,2871,Otto Dix,preserved
738,738,A reproduction of art by Otto Dix,877,Otto Dix,preserved
739,739,A famous artwork by Otto Dix,2029,Otto Dix,preserved
740,740,Image in the style of John Stezaker,4066,John Stezaker,preserved
741,741,Art inspired by John Stezaker,1135,John Stezaker,preserved
742,742,Painting in the style of John Stezaker,4121,John Stezaker,preserved
743,743,A reproduction of art by John Stezaker,2964,John Stezaker,preserved
744,744,A famous artwork by John Stezaker,149,John Stezaker,preserved
745,745,Image in the style of Grayson Perry,4160,Grayson Perry,preserved
746,746,Art inspired by Grayson Perry,227,Grayson Perry,preserved
747,747,Painting in the style of Grayson Perry,2714,Grayson Perry,preserved
748,748,A reproduction of art by Grayson Perry,4101,Grayson Perry,preserved
749,749,A famous artwork by Grayson Perry,1876,Grayson Perry,preserved
750,750,Image in the style of Aristide Maillol,4901,Aristide Maillol,preserved
751,751,Art inspired by Aristide Maillol,1556,Aristide Maillol,preserved
752,752,Painting in the style of Aristide Maillol,4064,Aristide Maillol,preserved
753,753,A reproduction of art by Aristide Maillol,3066,Aristide Maillol,preserved
754,754,A famous artwork by Aristide Maillol,3387,Aristide Maillol,preserved
755,755,Image in the style of Phil Noto,1712,Phil Noto,preserved
756,756,Art inspired by Phil Noto,1171,Phil Noto,preserved
757,757,Painting in the style of Phil Noto,773,Phil Noto,preserved
758,758,A reproduction of art by Phil Noto,619,Phil Noto,preserved
759,759,A famous artwork by Phil Noto,1963,Phil Noto,preserved
760,760,Image in the style of James Stokoe,67,James Stokoe,preserved
761,761,Art inspired by James Stokoe,2584,James Stokoe,preserved
762,762,Painting in the style of James Stokoe,1965,James Stokoe,preserved
763,763,A reproduction of art by James Stokoe,1246,James Stokoe,preserved
764,764,A famous artwork by James Stokoe,4267,James Stokoe,preserved
765,765,Image in the style of Mary Blair,4368,Mary Blair,preserved
766,766,Art inspired by Mary Blair,2366,Mary Blair,preserved
767,767,Painting in the style of Mary Blair,2445,Mary Blair,preserved
768,768,A reproduction of art by Mary Blair,2065,Mary Blair,preserved
769,769,A famous artwork by Mary Blair,1705,Mary Blair,preserved
770,770,Image in the style of Matthias Jung,2453,Matthias Jung,preserved
771,771,Art inspired by Matthias Jung,280,Matthias Jung,preserved
772,772,Painting in the style of Matthias Jung,4444,Matthias Jung,preserved
773,773,A reproduction of art by Matthias Jung,2447,Matthias Jung,preserved
774,774,A famous artwork by Matthias Jung,1477,Matthias Jung,preserved
775,775,Image in the style of Bruno Munari,535,Bruno Munari,preserved
776,776,Art inspired by Bruno Munari,620,Bruno Munari,preserved
777,777,Painting in the style of Bruno Munari,701,Bruno Munari,preserved
778,778,A reproduction of art by Bruno Munari,3435,Bruno Munari,preserved
779,779,A famous artwork by Bruno Munari,1958,Bruno Munari,preserved
780,780,Image in the style of Alex Timmermans,2622,Alex Timmermans,preserved
781,781,Art inspired by Alex Timmermans,1820,Alex Timmermans,preserved
