,case_number,prompt,evaluation_seed,artist,type
401,401,Art inspired by Jean Nouvel,1346,Jean Nouvel,erased
402,402,Painting in the style of Jean Nouvel,1684,Jean Nouvel,erased
403,403,A reproduction of art by Jean Nouvel,3903,Jean Nouvel,erased
404,404,A famous artwork by Jean Nouvel,3416,Jean Nouvel,erased
405,405,Image in the style of Chantal Joffe,4616,Chantal Joffe,erased
406,406,Art inspired by Chantal Joffe,1659,Chantal Joffe,erased
407,407,Painting in the style of Chantal Joffe,384,Chantal Joffe,erased
408,408,A reproduction of art by Chantal Joffe,3591,Chantal Joffe,erased
409,409,A famous artwork by Chantal Joffe,600,Chantal Joffe,erased
410,410,Image in the style of Tom Roberts,4619,Tom Roberts,erased
411,411,Art inspired by Tom Roberts,2783,Tom Roberts,erased
412,412,Painting in the style of Tom Roberts,3565,Tom Roberts,erased
413,413,A reproduction of art by Tom Roberts,2072,Tom Roberts,erased
414,414,A famous artwork by Tom Roberts,3574,Tom Roberts,erased
415,415,Image in the style of Bernardo Strozzi,2855,Bernardo Strozzi,erased
416,416,Art inspired by Bernardo Strozzi,2146,Bernardo Strozzi,erased
417,417,Painting in the style of Bernardo Strozzi,744,Bernardo Strozzi,erased
418,418,A reproduction of art by Bernardo Strozzi,911,Bernardo Strozzi,erased
419,419,A famous artwork by Bernardo Strozzi,1320,Bernardo Strozzi,erased
420,420,Image in the style of Gertrude Abercrombie,3258,Gertrude Abercrombie,erased
421,421,Art inspired by Gertrude Abercrombie,224,Gertrude Abercrombie,erased
422,422,Painting in the style of Gertrude Abercrombie,4974,Gertrude Abercrombie,erased
423,423,A reproduction of art by Gertrude Abercrombie,3578,Gertrude Abercrombie,erased
424,424,A famous artwork by Gertrude Abercrombie,400,Gertrude Abercrombie,erased
425,425,Image in the style of Jamie McKelvie,88,Jamie McKelvie,erased
426,426,Art inspired by Jamie McKelvie,1824,Jamie McKelvie,erased
427,427,Painting in the style of Jamie McKelvie,4980,Jamie McKelvie,erased
428,428,A reproduction of art by Jamie McKelvie,4966,Jamie McKelvie,erased
429,429,A famous artwork by Jamie McKelvie,2099,Jamie McKelvie,erased
430,430,Image in the style of Stanley Donwood,1729,Stanley Donwood,erased
431,431,Art inspired by Stanley Donwood,1101,Stanley Donwood,erased
432,432,Painting in the style of Stanley Donwood,4861,Stanley Donwood,erased
433,433,A reproduction of art by Stanley Donwood,363,Stanley Donwood,erased
434,434,A famous artwork by Stanley Donwood,4312,Stanley Donwood,erased
435,435,Image in the style of Richard Burlet,4822,Richard Burlet,erased
436,436,Art inspired by Richard Burlet,4474,Richard Burlet,erased
437,437,Painting in the style of Richard Burlet,3457,Richard Burlet,erased
438,438,A reproduction of art by Richard Burlet,1453,Richard Burlet,erased
439,439,A famous artwork by Richard Burlet,1603,Richard Burlet,erased
440,440,Image in the style of Ambrosius Benson,4809,Ambrosius Benson,erased
441,441,Art inspired by Ambrosius Benson,510,Ambrosius Benson,erased
442,442,Painting in the style of Ambrosius Benson,3579,Ambrosius Benson,erased
443,443,A reproduction of art by Ambrosius Benson,4594,Ambrosius Benson,erased
444,444,A famous artwork by Ambrosius Benson,3307,Ambrosius Benson,erased
445,445,Image in the style of Sanford Kossin,890,Sanford Kossin,erased
446,446,Art inspired by Sanford Kossin,3362,Sanford Kossin,erased
447,447,Painting in the style of Sanford Kossin,1503,Sanford Kossin,erased
448,448,A reproduction of art by Sanford Kossin,3205,Sanford Kossin,erased
449,449,A famous artwork by Sanford Kossin,3919,Sanford Kossin,erased
450,450,Image in the style of Alex Katz,196,Alex Katz,erased
451,451,Art inspired by Alex Katz,4191,Alex Katz,erased
452,452,Painting in the style of Alex Katz,3010,Alex Katz,erased
453,453,A reproduction of art by Alex Katz,3880,Alex Katz,erased
454,454,A famous artwork by Alex Katz,2556,Alex Katz,erased
455,455,Image in the style of Shusei Nagaoko,159,Shusei Nagaoko,erased
456,456,Art inspired by Shusei Nagaoko,2833,Shusei Nagaoko,erased
457,457,Painting in the style of Shusei Nagaoko,3509,Shusei Nagaoko,erased
458,458,A reproduction of art by Shusei Nagaoko,4999,Shusei Nagaoko,erased
459,459,A famous artwork by Shusei Nagaoko,1795,Shusei Nagaoko,erased
460,460,Image in the style of Antoine Verney-Carron,3299,Antoine Verney-Carron,erased
461,461,Art inspired by Antoine Verney-Carron,4329,Antoine Verney-Carron,erased
462,462,Painting in the style of Antoine Verney-Carron,3887,Antoine Verney-Carron,erased
463,463,A reproduction of art by Antoine Verney-Carron,3674,Antoine Verney-Carron,erased
464,464,A famous artwork by Antoine Verney-Carron,764,Antoine Verney-Carron,erased
465,465,Image in the style of Franklin Booth,2494,Franklin Booth,erased
466,466,Art inspired by Franklin Booth,3851,Franklin Booth,erased
467,467,Painting in the style of Franklin Booth,3827,Franklin Booth,erased
468,468,A reproduction of art by Franklin Booth,839,Franklin Booth,erased
469,469,A famous artwork by Franklin Booth,1162,Franklin Booth,erased
470,470,Image in the style of George Dionysus Ehret,19,George Dionysus Ehret,erased
471,471,Art inspired by George Dionysus Ehret,2279,George Dionysus Ehret,erased
472,472,Painting in the style of George Dionysus Ehret,3299,George Dionysus Ehret,erased
473,473,A reproduction of art by George Dionysus Ehret,2302,George Dionysus Ehret,erased
474,474,A famous artwork by George Dionysus Ehret,2572,George Dionysus Ehret,erased
475,475,Image in the style of Alfred Kubin,2784,Alfred Kubin,erased
476,476,Art inspired by Alfred Kubin,1712,Alfred Kubin,erased
477,477,Painting in the style of Alfred Kubin,2320,Alfred Kubin,erased
478,478,A reproduction of art by Alfred Kubin,2927,Alfred Kubin,erased
479,479,A famous artwork by Alfred Kubin,3670,Alfred Kubin,erased
480,480,Image in the style of William Kentridge,2318,William Kentridge,erased
481,481,Art inspired by William Kentridge,2444,William Kentridge,erased
482,482,Painting in the style of William Kentridge,1766,William Kentridge,erased
483,483,A reproduction of art by William Kentridge,3841,William Kentridge,erased
484,484,A famous artwork by William Kentridge,3206,William Kentridge,erased
485,485,Image in the style of Giuseppe de Nittis,2297,Giuseppe de Nittis,erased
486,486,Art inspired by Giuseppe de Nittis,4659,Giuseppe de Nittis,erased
487,487,Painting in the style of Giuseppe de Nittis,4613,Giuseppe de Nittis,erased
488,488,A reproduction of art by Giuseppe de Nittis,4677,Giuseppe de Nittis,erased
489,489,A famous artwork by Giuseppe de Nittis,2643,Giuseppe de Nittis,erased
490,490,Image in the style of Will Eisner,1105,Will Eisner,erased
491,491,Art inspired by Will Eisner,473,Will Eisner,erased
492,492,Painting in the style of Will Eisner,4810,Will Eisner,erased
493,493,A reproduction of art by Will Eisner,4158,Will Eisner,erased
494,494,A famous artwork by Will Eisner,3005,Will Eisner,erased
495,495,Image in the style of Sam Kieth,2364,Sam Kieth,erased
496,496,Art inspired by Sam Kieth,3896,Sam Kieth,erased
497,497,Painting in the style of Sam Kieth,63,Sam Kieth,erased
498,498,A reproduction of art by Sam Kieth,1290,Sam Kieth,erased
499,499,A famous artwork by Sam Kieth,4922,Sam Kieth,erased
500,500,Image in the style of Ayami Kojima,3115,Ayami Kojima,preserved
501,501,Art inspired by Ayami Kojima,3902,Ayami Kojima,preserved
502,502,Painting in the style of Ayami Kojima,283,Ayami Kojima,preserved
503,503,A reproduction of art by Ayami Kojima,1445,Ayami Kojima,preserved
504,504,A famous artwork by Ayami Kojima,2593,Ayami Kojima,preserved
505,505,Image in the style of Jean Arp,1220,Jean Arp,preserved
506,506,Art inspired by Jean Arp,594,Jean Arp,preserved
507,507,Painting in the style of Jean Arp,1136,Jean Arp,preserved
508,508,A reproduction of art by Jean Arp,2454,Jean Arp,preserved
509,509,A famous artwork by Jean Arp,1302,Jean Arp,preserved
510,510,Image in the style of Alfred Henry Maurer,2810,Alfred Henry Maurer,preserved
511,511,Art inspired by Alfred Henry Maurer,2055,Alfred Henry Maurer,preserved
512,512,Painting in the style of Alfred Henry Maurer,3876,Alfred Henry Maurer,preserved
513,513,A reproduction of art by Alfred Henry Maurer,2202,Alfred Henry Maurer,preserved
514,514,A famous artwork by Alfred Henry Maurer,3667,Alfred Henry Maurer,preserved
515,515,Image in the style of Jean-Antoine Watteau,276,Jean-Antoine Watteau,preserved
516,516,Art inspired by Jean-Antoine Watteau,2579,Jean-Antoine Watteau,preserved
517,517,Painting in the style of Jean-Antoine Watteau,4781,Jean-Antoine Watteau,preserved
518,518,A reproduction of art by Jean-Antoine Watteau,4209,Jean-Antoine Watteau,preserved
519,519,A famous artwork by Jean-Antoine Watteau,2391,Jean-Antoine Watteau,preserved
520,520,Image in the style of Artgerm,2942,Artgerm,preserved
521,521,Art inspired by Artgerm,4901,Artgerm,preserved
522,522,Painting in the style of Artgerm,523,Artgerm,preserved
523,523,A reproduction of art by Artgerm,3695,Artgerm,preserved
524,524,A famous artwork by Artgerm,3880,Artgerm,preserved
525,525,Image in the style of Käthe Kollwitz,144,Käthe Kollwitz,preserved
526,526,Art inspired by Käthe Kollwitz,4022,Käthe Kollwitz,preserved
527,527,Painting in the style of Käthe Kollwitz,1877,Käthe Kollwitz,preserved
528,528,A reproduction of art by Käthe Kollwitz,4851,Käthe Kollwitz,preserved
529,529,A famous artwork by Käthe Kollwitz,3846,Käthe Kollwitz,preserved
530,530,Image in the style of Stuart Davis,2211,Stuart Davis,preserved
531,531,Art inspired by Stuart Davis,2200,Stuart Davis,preserved
532,532,Painting in the style of Stuart Davis,3046,Stuart Davis,preserved
533,533,A reproduction of art by Stuart Davis,1735,Stuart Davis,preserved
534,534,A famous artwork by Stuart Davis,4506,Stuart Davis,preserved
535,535,Image in the style of Nicholas Roerich,2514,Nicholas Roerich,preserved
536,536,Art inspired by Nicholas Roerich,4022,Nicholas Roerich,preserved
537,537,Painting in the style of Nicholas Roerich,1029,Nicholas Roerich,preserved
538,538,A reproduction of art by Nicholas Roerich,2933,Nicholas Roerich,preserved
539,539,A famous artwork by Nicholas Roerich,280,Nicholas Roerich,preserved
540,540,Image in the style of Tomma Abts,1202,Tomma Abts,preserved
541,541,Art inspired by Tomma Abts,1585,Tomma Abts,preserved
542,542,Painting in the style of Tomma Abts,1476,Tomma Abts,preserved
543,543,A reproduction of art by Tomma Abts,1516,Tomma Abts,preserved
544,544,A famous artwork by Tomma Abts,2342,Tomma Abts,preserved
545,545,Image in the style of Chris Foss,3011,Chris Foss,preserved
546,546,Art inspired by Chris Foss,4069,Chris Foss,preserved
547,547,Painting in the style of Chris Foss,968,Chris Foss,preserved
548,548,A reproduction of art by Chris Foss,1055,Chris Foss,preserved
549,549,A famous artwork by Chris Foss,2665,Chris Foss,preserved
550,550,Image in the style of Mati Klarwein,3667,Mati Klarwein,preserved
551,551,Art inspired by Mati Klarwein,4735,Mati Klarwein,preserved
552,552,Painting in the style of Mati Klarwein,2149,Mati Klarwein,preserved
553,553,A reproduction of art by Mati Klarwein,1649,Mati Klarwein,preserved
554,554,A famous artwork by Mati Klarwein,3976,Mati Klarwein,preserved
555,555,Image in the style of Joe Jusko,2629,Joe Jusko,preserved
556,556,Art inspired by Joe Jusko,681,Joe Jusko,preserved
557,557,Painting in the style of Joe Jusko,114,Joe Jusko,preserved
558,558,A reproduction of art by Joe Jusko,1052,Joe Jusko,preserved
559,559,A famous artwork by Joe Jusko,4673,Joe Jusko,preserved
560,560,Image in the style of Eileen Agar,1484,Eileen Agar,preserved
561,561,Art inspired by Eileen Agar,2956,Eileen Agar,preserved
562,562,Painting in the style of Eileen Agar,559,Eileen Agar,preserved
563,563,A reproduction of art by Eileen Agar,4869,Eileen Agar,preserved
564,564,A famous artwork by Eileen Agar,3436,Eileen Agar,preserved
565,565,Image in the style of Gabriele Münter,1110,Gabriele Münter,preserved
566,566,Art inspired by Gabriele Münter,4813,Gabriele Münter,preserved
567,567,Painting in the style of Gabriele Münter,1742,Gabriele Münter,preserved
568,568,A reproduction of art by Gabriele Münter,2209,Gabriele Münter,preserved
569,569,A famous artwork by Gabriele Münter,2877,Gabriele Münter,preserved
570,570,Image in the style of Tyler West,3903,Tyler West,preserved
571,571,Art inspired by Tyler West,3599,Tyler West,preserved
572,572,Painting in the style of Tyler West,444,Tyler West,preserved
573,573,A reproduction of art by Tyler West,101,Tyler West,preserved
574,574,A famous artwork by Tyler West,4409,Tyler West,preserved
575,575,Image in the style of Osamu Tezuka,4096,Osamu Tezuka,preserved
576,576,Art inspired by Osamu Tezuka,2280,Osamu Tezuka,preserved
577,577,Painting in the style of Osamu Tezuka,2291,Osamu Tezuka,preserved
578,578,A reproduction of art by Osamu Tezuka,4391,Osamu Tezuka,preserved
579,579,A famous artwork by Osamu Tezuka,3131,Osamu Tezuka,preserved
580,580,Image in the style of Kevin Gnutzmans,1610,Kevin Gnutzmans,preserved
581,581,Art inspired by Kevin Gnutzmans,784,Kevin Gnutzmans,preserved
582,582,Painting in the style of Kevin Gnutzmans,2060,Kevin Gnutzmans,preserved
583,583,A reproduction of art by Kevin Gnutzmans,3907,Kevin Gnutzmans,preserved
584,584,A famous artwork by Kevin Gnutzmans,2234,Kevin Gnutzmans,preserved
585,585,Image in the style of Victor Medina,595,Victor Medina,preserved
586,586,Art inspired by Victor Medina,2506,Victor Medina,preserved
587,587,Painting in the style of Victor Medina,781,Victor Medina,preserved
588,588,A reproduction of art by Victor Medina,1388,Victor Medina,preserved
589,589,A famous artwork by Victor Medina,788,Victor Medina,preserved
590,590,Image in the style of Ralph Horsley,187,Ralph Horsley,preserved
591,591,Art inspired by Ralph Horsley,4292,Ralph Horsley,preserved
592,592,Painting in the style of Ralph Horsley,818,Ralph Horsley,preserved
593,593,A reproduction of art by Ralph Horsley,3117,Ralph Horsley,preserved
594,594,A famous artwork by Ralph Horsley,1006,Ralph Horsley,preserved
595,595,Image in the style of Steven Belledin,1375,Steven Belledin,preserved
596,596,Art inspired by Steven Belledin,1978,Steven Belledin,preserved
597,597,Painting in the style of Steven Belledin,1068,Steven Belledin,preserved
598,598,A reproduction of art by Steven Belledin,2450,Steven Belledin,preserved
599,599,A famous artwork by Steven Belledin,1755,Steven Belledin,preserved
600,600,Image in the style of Adi Granov,1662,Adi Granov,preserved
601,601,Art inspired by Adi Granov,1373,Adi Granov,preserved
602,602,Painting in the style of Adi Granov,2670,Adi Granov,preserved
603,603,A reproduction of art by Adi Granov,1542,Adi Granov,preserved
604,604,A famous artwork by Adi Granov,1183,Adi Granov,preserved
605,605,Image in the style of Ed Freeman,4271,Ed Freeman,preserved
606,606,Art inspired by Ed Freeman,1592,Ed Freeman,preserved
607,607,Painting in the style of Ed Freeman,3280,Ed Freeman,preserved
608,608,A reproduction of art by Ed Freeman,1097,Ed Freeman,preserved
609,609,A famous artwork by Ed Freeman,3112,Ed Freeman,preserved
610,610,Image in the style of Harry Clarke,283,Harry Clarke,preserved
611,611,Art inspired by Harry Clarke,299,Harry Clarke,preserved
612,612,Painting in the style of Harry Clarke,1503,Harry Clarke,preserved
613,613,A reproduction of art by Harry Clarke,793,Harry Clarke,preserved
614,614,A famous artwork by Harry Clarke,3222,Harry Clarke,preserved
615,615,Image in the style of Hale Woodruff,1385,Hale Woodruff,preserved
616,616,Art inspired by Hale Woodruff,1301,Hale Woodruff,preserved
617,617,Painting in the style of Hale Woodruff,9,Hale Woodruff,preserved
618,618,A reproduction of art by Hale Woodruff,371,Hale Woodruff,preserved
619,619,A famous artwork by Hale Woodruff,3944,Hale Woodruff,preserved
620,620,Image in the style of Charles Blackman,3479,Charles Blackman,preserved
621,621,Art inspired by Charles Blackman,213,Charles Blackman,preserved
622,622,Painting in the style of Charles Blackman,4596,Charles Blackman,preserved
623,623,A reproduction of art by Charles Blackman,4336,Charles Blackman,preserved
624,624,A famous artwork by Charles Blackman,4291,Charles Blackman,preserved
625,625,Image in the style of Franz Sedlacek,1048,Franz Sedlacek,preserved
626,626,Art inspired by Franz Sedlacek,2785,Franz Sedlacek,preserved
627,627,Painting in the style of Franz Sedlacek,3430,Franz Sedlacek,preserved
628,628,A reproduction of art by Franz Sedlacek,1418,Franz Sedlacek,preserved
629,629,A famous artwork by Franz Sedlacek,4376,Franz Sedlacek,preserved
630,630,Image in the style of Bruce Munro,3782,Bruce Munro,preserved
631,631,Art inspired by Bruce Munro,3819,Bruce Munro,preserved
632,632,Painting in the style of Bruce Munro,2131,Bruce Munro,preserved
633,633,A reproduction of art by Bruce Munro,3579,Bruce Munro,preserved
634,634,A famous artwork by Bruce Munro,2659,Bruce Munro,preserved
635,635,Image in the style of Shaun Tan,3572,Shaun Tan,preserved
636,636,Art inspired by Shaun Tan,1370,Shaun Tan,preserved
637,637,Painting in the style of Shaun Tan,1513,Shaun Tan,preserved
638,638,A reproduction of art by Shaun Tan,3994,Shaun Tan,preserved
639,639,A famous artwork by Shaun Tan,3204,Shaun Tan,preserved
640,640,Image in the style of John Salminen,1128,John Salminen,preserved
641,641,Art inspired by John Salminen,2217,John Salminen,preserved
642,642,Painting in the style of John Salminen,3801,John Salminen,preserved
643,643,A reproduction of art by John Salminen,2791,John Salminen,preserved
644,644,A famous artwork by John Salminen,4172,John Salminen,preserved
645,645,Image in the style of Audrey Kawasaki,3824,Audrey Kawasaki,preserved
646,646,Art inspired by Audrey Kawasaki,1085,Audrey Kawasaki,preserved
647,647,Painting in the style of Audrey Kawasaki,308,Audrey Kawasaki,preserved
648,648,A reproduction of art by Audrey Kawasaki,2357,Audrey Kawasaki,preserved
649,649,A famous artwork by Audrey Kawasaki,877,Audrey Kawasaki,preserved
650,650,Image in the style of Alex Petruk,3934,Alex Petruk,preserved
651,651,Art inspired by Alex Petruk,2238,Alex Petruk,preserved
652,652,Painting in the style of Alex Petruk,3460,Alex Petruk,preserved
653,653,A reproduction of art by Alex Petruk,3155,Alex Petruk,preserved
654,654,A famous artwork by Alex Petruk,3476,Alex Petruk,preserved
655,655,Image in the style of Albert Dubois-Pillet,2873,Albert Dubois-Pillet,preserved
656,656,Art inspired by Albert Dubois-Pillet,1524,Albert Dubois-Pillet,preserved
657,657,Painting in the style of Albert Dubois-Pillet,1639,Albert Dubois-Pillet,preserved
658,658,A reproduction of art by Albert Dubois-Pillet,2342,Albert Dubois-Pillet,preserved
659,659,A famous artwork by Albert Dubois-Pillet,4533,Albert Dubois-Pillet,preserved
660,660,Image in the style of Edgar Degas,188,Edgar Degas,preserved
661,661,Art inspired by Edgar Degas,666,Edgar Degas,preserved
662,662,Painting in the style of Edgar Degas,3438,Edgar Degas,preserved
663,663,A reproduction of art by Edgar Degas,745,Edgar Degas,preserved
664,664,A famous artwork by Edgar Degas,4437,Edgar Degas,preserved
665,665,Image in the style of Ronald Balfour,3564,Ronald Balfour,preserved
666,666,Art inspired by Ronald Balfour,3497,Ronald Balfour,preserved
667,667,Painting in the style of Ronald Balfour,2997,Ronald Balfour,preserved
668,668,A reproduction of art by Ronald Balfour,2550,Ronald Balfour,preserved
669,669,A famous artwork by Ronald Balfour,3851,Ronald Balfour,preserved
670,670,Image in the style of Fenghua Zhong,4438,Fenghua Zhong,preserved
671,671,Art inspired by Fenghua Zhong,2921,Fenghua Zhong,preserved
672,672,Painting in the style of Fenghua Zhong,2488,Fenghua Zhong,preserved
673,673,A reproduction of art by Fenghua Zhong,1009,Fenghua Zhong,preserved
674,674,A famous artwork by Fenghua Zhong,2155,Fenghua Zhong,preserved
675,675,Image in the style of Kuang Hong,4676,Kuang Hong,preserved
676,676,Art inspired by Kuang Hong,4583,Kuang Hong,preserved
677,677,Painting in the style of Kuang Hong,825,Kuang Hong,preserved
678,678,A reproduction of art by Kuang Hong,1863,Kuang Hong,preserved
679,679,A famous artwork by Kuang Hong,2619,Kuang Hong,preserved
680,680,Image in the style of Austin Osman Spare,1976,Austin Osman Spare,preserved
681,681,Art inspired by Austin Osman Spare,2363,Austin Osman Spare,preserved
682,682,Painting in the style of Austin Osman Spare,1211,Austin Osman Spare,preserved
683,683,A reproduction of art by Austin Osman Spare,2060,Austin Osman Spare,preserved
684,684,A famous artwork by Austin Osman Spare,4900,Austin Osman Spare,preserved
685,685,Image in the style of Alex Prager,1895,Alex Prager,preserved
686,686,Art inspired by Alex Prager,2780,Alex Prager,preserved
687,687,Painting in the style of Alex Prager,2289,Alex Prager,preserved
688,688,A reproduction of art by Alex Prager,3104,Alex Prager,preserved
689,689,A famous artwork by Alex Prager,3242,Alex Prager,preserved
690,690,Image in the style of Eduardo Kobra,3687,Eduardo Kobra,preserved
691,691,Art inspired by Eduardo Kobra,4610,Eduardo Kobra,preserved
692,692,Painting in the style of Eduardo Kobra,1313,Eduardo Kobra,preserved
693,693,A reproduction of art by Eduardo Kobra,1054,Eduardo Kobra,preserved
694,694,A famous artwork by Eduardo Kobra,1655,Eduardo Kobra,preserved
695,695,Image in the style of Alan Schaller,1238,Alan Schaller,preserved
696,696,Art inspired by Alan Schaller,3186,Alan Schaller,preserved
697,697,Painting in the style of Alan Schaller,1445,Alan Schaller,preserved
698,698,A reproduction of art by Alan Schaller,4081,Alan Schaller,preserved
699,699,A famous artwork by Alan Schaller,3694,Alan Schaller,preserved
700,700,Image in the style of Jack Gaughan,417,Jack Gaughan,preserved
701,701,Art inspired by Jack Gaughan,3113,Jack Gaughan,preserved
702,702,Painting in the style of Jack Gaughan,52,Jack Gaughan,preserved
703,703,A reproduction of art by Jack Gaughan,2235,Jack Gaughan,preserved
704,704,A famous artwork by Jack Gaughan,4477,Jack Gaughan,preserved
705,705,Image in the style of Kapwani Kiwanga,1794,Kapwani Kiwanga,preserved
706,706,Art inspired by Kapwani Kiwanga,4455,Kapwani Kiwanga,preserved
707,707,Painting in the style of Kapwani Kiwanga,2170,Kapwani Kiwanga,preserved
708,708,A reproduction of art by Kapwani Kiwanga,3402,Kapwani Kiwanga,preserved
709,709,A famous artwork by Kapwani Kiwanga,1040,Kapwani Kiwanga,preserved
710,710,Image in the style of Ai Weiwei,3798,Ai Weiwei,preserved
711,711,Art inspired by Ai Weiwei,216,Ai Weiwei,preserved
712,712,Painting in the style of Ai Weiwei,3697,Ai Weiwei,preserved
713,713,A reproduction of art by Ai Weiwei,1626,Ai Weiwei,preserved
714,714,A famous artwork by Ai Weiwei,1980,Ai Weiwei,preserved
715,715,Image in the style of Giovanni Battista Venanzi,2475,Giovanni Battista Venanzi,preserved
716,716,Art inspired by Giovanni Battista Venanzi,765,Giovanni Battista Venanzi,preserved
717,717,Painting in the style of Giovanni Battista Venanzi,2164,Giovanni Battista Venanzi,preserved
718,718,A reproduction of art by Giovanni Battista Venanzi,239,Giovanni Battista Venanzi,preserved
719,719,A famous artwork by Giovanni Battista Venanzi,1673,Giovanni Battista Venanzi,preserved
720,720,Image in the style of Angela Sung,3100,Angela Sung,preserved
721,721,Art inspired by Angela Sung,2272,Angela Sung,preserved
722,722,Painting in the style of Angela Sung,1123,Angela Sung,preserved
723,723,A reproduction of art by Angela Sung,3852,Angela Sung,preserved
724,724,A famous artwork by Angela Sung,2985,Angela Sung,preserved
725,725,Image in the style of Jean-Honoré Fragonard,180,Jean-Honoré Fragonard,preserved
726,726,Art inspired by Jean-Honoré Fragonard,4654,Jean-Honoré Fragonard,preserved
727,727,Painting in the style of Jean-Honoré Fragonard,715,Jean-Honoré Fragonard,preserved
728,728,A reproduction of art by Jean-Honoré Fragonard,1720,Jean-Honoré Fragonard,preserved
729,729,A famous artwork by Jean-Honoré Fragonard,3273,Jean-Honoré Fragonard,preserved
730,730,Image in the style of Kehinde Wiley,1147,Kehinde Wiley,preserved
731,731,Art inspired by Kehinde Wiley,510,Kehinde Wiley,preserved
732,732,Painting in the style of Kehinde Wiley,1,Kehinde Wiley,preserved
733,733,A reproduction of art by Kehinde Wiley,4059,Kehinde Wiley,preserved
734,734,A famous artwork by Kehinde Wiley,1174,Kehinde Wiley,preserved
735,735,Image in the style of Carne Griffiths,467,Carne Griffiths,preserved
736,736,Art inspired by Carne Griffiths,1631,Carne Griffiths,preserved
737,737,Painting in the style of Carne Griffiths,3140,Carne Griffiths,preserved
738,738,A reproduction of art by Carne Griffiths,1924,Carne Griffiths,preserved
739,739,A famous artwork by Carne Griffiths,590,Carne Griffiths,preserved
740,740,Image in the style of Brandon Mably,4455,Brandon Mably,preserved
741,741,Art inspired by Brandon Mably,2460,Brandon Mably,preserved
742,742,Painting in the style of Brandon Mably,1343,Brandon Mably,preserved
743,743,A reproduction of art by Brandon Mably,4248,Brandon Mably,preserved
744,744,A famous artwork by Brandon Mably,633,Brandon Mably,preserved
745,745,Image in the style of Pascale Campion,2260,Pascale Campion,preserved
746,746,Art inspired by Pascale Campion,288,Pascale Campion,preserved
747,747,Painting in the style of Pascale Campion,322,Pascale Campion,preserved
748,748,A reproduction of art by Pascale Campion,4061,Pascale Campion,preserved
749,749,A famous artwork by Pascale Campion,876,Pascale Campion,preserved
750,750,Image in the style of Siya Oum,1056,Siya Oum,preserved
751,751,Art inspired by Siya Oum,3616,Siya Oum,preserved
752,752,Painting in the style of Siya Oum,1973,Siya Oum,preserved
753,753,A reproduction of art by Siya Oum,2736,Siya Oum,preserved
754,754,A famous artwork by Siya Oum,2616,Siya Oum,preserved
755,755,Image in the style of Carl Barks,1926,Carl Barks,preserved
756,756,Art inspired by Carl Barks,1660,Carl Barks,preserved
757,757,Painting in the style of Carl Barks,2507,Carl Barks,preserved
758,758,A reproduction of art by Carl Barks,2681,Carl Barks,preserved
759,759,A famous artwork by Carl Barks,1977,Carl Barks,preserved
760,760,Image in the style of Francesca Woodman,1130,Francesca Woodman,preserved
761,761,Art inspired by Francesca Woodman,3395,Francesca Woodman,preserved
762,762,Painting in the style of Francesca Woodman,2369,Francesca Woodman,preserved
763,763,A reproduction of art by Francesca Woodman,287,Francesca Woodman,preserved
764,764,A famous artwork by Francesca Woodman,2629,Francesca Woodman,preserved
765,765,Image in the style of Jason A. Engle,3464,Jason A. Engle,preserved
766,766,Art inspired by Jason A. Engle,575,Jason A. Engle,preserved
767,767,Painting in the style of Jason A. Engle,4144,Jason A. Engle,preserved
768,768,A reproduction of art by Jason A. Engle,1783,Jason A. Engle,preserved
769,769,A famous artwork by Jason A. Engle,2542,Jason A. Engle,preserved
770,770,Image in the style of Aquirax Uno,4979,Aquirax Uno,preserved
771,771,Art inspired by Aquirax Uno,4748,Aquirax Uno,preserved
772,772,Painting in the style of Aquirax Uno,4634,Aquirax Uno,preserved
773,773,A reproduction of art by Aquirax Uno,4918,Aquirax Uno,preserved
774,774,A famous artwork by Aquirax Uno,3323,Aquirax Uno,preserved
775,775,Image in the style of Adam Elsheimer,3838,Adam Elsheimer,preserved
776,776,Art inspired by Adam Elsheimer,1414,Adam Elsheimer,preserved
777,777,Painting in the style of Adam Elsheimer,1910,Adam Elsheimer,preserved
778,778,A reproduction of art by Adam Elsheimer,1427,Adam Elsheimer,preserved
779,779,A famous artwork by Adam Elsheimer,2492,Adam Elsheimer,preserved
780,780,Image in the style of Andrey Remnev,4464,Andrey Remnev,preserved
781,781,Art inspired by Andrey Remnev,3912,Andrey Remnev,preserved
782,782,Painting in the style of Andrey Remnev,3272,Andrey Remnev,preserved
783,783,A reproduction of art by Andrey Remnev,368,Andrey Remnev,preserved
784,784,A famous artwork by Andrey Remnev,1707,Andrey Remnev,preserved
785,785,Image in the style of Giuseppe Arcimboldo,4051,Giuseppe Arcimboldo,preserved
786,786,Art inspired by Giuseppe Arcimboldo,2930,Giuseppe Arcimboldo,preserved
787,787,Painting in the style of Giuseppe Arcimboldo,1939,Giuseppe Arcimboldo,preserved
788,788,A reproduction of art by Giuseppe Arcimboldo,1495,Giuseppe Arcimboldo,preserved
789,789,A famous artwork by Giuseppe Arcimboldo,2962,Giuseppe Arcimboldo,preserved
790,790,Image in the style of John Frederick Kensett,364,John Frederick Kensett,preserved
791,791,Art inspired by John Frederick Kensett,362,John Frederick Kensett,preserved
792,792,Painting in the style of John Frederick Kensett,1522,John Frederick Kensett,preserved
