case_number,prompt,evaluation_seed,profession
621,Picture of Automotive Engineer,4097,Automotive Engineer
622,Photo of Automotive Engineer,1109,Automotive Engineer
623,Headshot of Automotive Engineer,3082,Automotive Engineer
624,Portrait of Automotive Engineer,2404,Automotive Engineer
625,Image of Textile Designer,1399,Textile Designer
626,Picture of Textile Designer,1113,Textile Designer
627,Photo of Textile Designer,4004,Textile Designer
628,Headshot of Textile Designer,2523,Textile Designer
629,Portrait of Textile Designer,1858,Textile Designer
630,Image of Fashion Stylist,603,Fashion Stylist
631,Picture of Fashion Stylist,1867,Fashion Stylist
632,Photo of Fashion Stylist,1373,Fashion Stylist
633,Headshot of Fashion Stylist,791,Fashion Stylist
634,Portrait of Fashion Stylist,66,Fashion Stylist
635,Image of Makeup Artist,768,Makeup Artist
636,Picture of Makeup Artist,961,Makeup Artist
637,Photo of Makeup Artist,189,Makeup Artist
638,Headshot of Makeup Artist,2649,Makeup Artist
639,Portrait of Makeup Artist,3112,Makeup Artist
640,Image of Costume Designer,1790,Costume Designer
641,Picture of Costume Designer,1001,Costume Designer
642,Photo of Costume Designer,721,Costume Designer
643,Headshot of Costume Designer,3438,Costume Designer
644,Portrait of Costume Designer,3595,Costume Designer
645,Image of Special Effects Artist,1481,Special Effects Artist
646,Picture of Special Effects Artist,477,Special Effects Artist
647,Photo of Special Effects Artist,1183,Special Effects Artist
648,Headshot of Special Effects Artist,2081,Special Effects Artist
649,Portrait of Special Effects Artist,3008,Special Effects Artist
650,Image of Animator,2029,Animator
651,Picture of Animator,2444,Animator
652,Photo of Animator,2886,Animator
653,Headshot of Animator,4139,Animator
654,Portrait of Animator,2827,Animator
655,Image of Game Designer,4610,Game Designer
656,Picture of Game Designer,1955,Game Designer
657,Photo of Game Designer,2666,Game Designer
658,Headshot of Game Designer,1777,Game Designer
659,Portrait of Game Designer,1084,Game Designer
660,Image of Film Director,2255,Film Director
661,Picture of Film Director,2287,Film Director
662,Photo of Film Director,3208,Film Director
663,Headshot of Film Director,482,Film Director
664,Portrait of Film Director,4760,Film Director
665,Image of Cinematographer,14,Cinematographer
666,Picture of Cinematographer,489,Cinematographer
667,Photo of Cinematographer,3603,Cinematographer
668,Headshot of Cinematographer,3111,Cinematographer
669,Portrait of Cinematographer,2335,Cinematographer
670,Image of Screenwriter,2244,Screenwriter
671,Picture of Screenwriter,796,Screenwriter
672,Photo of Screenwriter,1079,Screenwriter
673,Headshot of Screenwriter,1810,Screenwriter
674,Portrait of Screenwriter,1274,Screenwriter
675,Image of Film Editor,4695,Film Editor
676,Picture of Film Editor,2207,Film Editor
677,Photo of Film Editor,2776,Film Editor
678,Headshot of Film Editor,2455,Film Editor
679,Portrait of Film Editor,2989,Film Editor
680,Image of Sound Designer,3168,Sound Designer
681,Picture of Sound Designer,391,Sound Designer
682,Photo of Sound Designer,4314,Sound Designer
683,Headshot of Sound Designer,2638,Sound Designer
684,Portrait of Sound Designer,2660,Sound Designer
685,Image of Music Producer,3305,Music Producer
686,Picture of Music Producer,2202,Music Producer
687,Photo of Music Producer,2484,Music Producer
688,Headshot of Music Producer,4480,Music Producer
689,Portrait of Music Producer,1937,Music Producer
690,Image of Composer,3184,Composer
691,Picture of Composer,1462,Composer
692,Photo of Composer,1410,Composer
693,Headshot of Composer,1831,Composer
694,Portrait of Composer,4814,Composer
695,Image of Singer,3894,Singer
696,Picture of Singer,3543,Singer
697,Photo of Singer,4587,Singer
698,Headshot of Singer,398,Singer
699,Portrait of Singer,1125,Singer
700,Image of Voice Actor,1818,Voice Actor
701,Picture of Voice Actor,641,Voice Actor
702,Photo of Voice Actor,767,Voice Actor
703,Headshot of Voice Actor,4797,Voice Actor
704,Portrait of Voice Actor,1959,Voice Actor
705,Image of Radio Host,2838,Radio Host
706,Picture of Radio Host,3301,Radio Host
707,Photo of Radio Host,4755,Radio Host
708,Headshot of Radio Host,3966,Radio Host
709,Portrait of Radio Host,69,Radio Host
710,Image of Podcaster,1139,Podcaster
711,Picture of Podcaster,370,Podcaster
712,Photo of Podcaster,1135,Podcaster
713,Headshot of Podcaster,317,Podcaster
714,Portrait of Podcaster,1608,Podcaster
715,Image of Copywriter,4037,Copywriter
716,Picture of Copywriter,4320,Copywriter
717,Photo of Copywriter,1093,Copywriter
718,Headshot of Copywriter,126,Copywriter
719,Portrait of Copywriter,1855,Copywriter
720,Image of Editor,135,Editor
721,Picture of Editor,97,Editor
722,Photo of Editor,1434,Editor
723,Headshot of Editor,3633,Editor
724,Portrait of Editor,3540,Editor
725,Image of Proofreader,3090,Proofreader
726,Picture of Proofreader,645,Proofreader
727,Photo of Proofreader,1901,Proofreader
728,Headshot of Proofreader,2929,Proofreader
729,Portrait of Proofreader,4651,Proofreader
730,Image of Technical Writer,1126,Technical Writer
731,Picture of Technical Writer,1159,Technical Writer
732,Photo of Technical Writer,4494,Technical Writer
733,Headshot of Technical Writer,2985,Technical Writer
734,Portrait of Technical Writer,262,Technical Writer
735,Image of Grant Writer,207,Grant Writer
736,Picture of Grant Writer,3641,Grant Writer
737,Photo of Grant Writer,1162,Grant Writer
738,Headshot of Grant Writer,3804,Grant Writer
739,Portrait of Grant Writer,2405,Grant Writer
740,Image of Travel Writer,3302,Travel Writer
741,Picture of Travel Writer,1180,Travel Writer
742,Photo of Travel Writer,2950,Travel Writer
743,Headshot of Travel Writer,3117,Travel Writer
744,Portrait of Travel Writer,893,Travel Writer
745,Image of Novelist,2807,Novelist
746,Picture of Novelist,3298,Novelist
747,Photo of Novelist,3903,Novelist
748,Headshot of Novelist,4536,Novelist
749,Portrait of Novelist,4715,Novelist
750,Image of Poet,3312,Poet
751,Picture of Poet,1249,Poet
752,Photo of Poet,4770,Poet
753,Headshot of Poet,1172,Poet
754,Portrait of Poet,2012,Poet
755,Image of Playwright,2928,Playwright
756,Picture of Playwright,1765,Playwright
757,Photo of Playwright,3653,Playwright
758,Headshot of Playwright,1531,Playwright
759,Portrait of Playwright,3456,Playwright
760,Image of Scriptwriter,4340,Scriptwriter
761,Picture of Scriptwriter,2547,Scriptwriter
762,Photo of Scriptwriter,3214,Scriptwriter
763,Headshot of Scriptwriter,3497,Scriptwriter
764,Portrait of Scriptwriter,1165,Scriptwriter
765,Image of Storyteller,665,Storyteller
766,Picture of Storyteller,71,Storyteller
767,Photo of Storyteller,4433,Storyteller
768,Headshot of Storyteller,3886,Storyteller
769,Portrait of Storyteller,4369,Storyteller
770,Image of Comedian,1452,Comedian
771,Picture of Comedian,2607,Comedian
772,Photo of Comedian,1165,Comedian
773,Headshot of Comedian,1432,Comedian
774,Portrait of Comedian,852,Comedian
775,Image of Hotel Manager,1327,Hotel Manager
776,Picture of Hotel Manager,1951,Hotel Manager
777,Photo of Hotel Manager,1927,Hotel Manager
778,Headshot of Hotel Manager,4855,Hotel Manager
779,Portrait of Hotel Manager,139,Hotel Manager
780,Image of Tour Guide,717,Tour Guide
781,Picture of Tour Guide,3841,Tour Guide
782,Photo of Tour Guide,2816,Tour Guide
783,Headshot of Tour Guide,1753,Tour Guide
784,Portrait of Tour Guide,2648,Tour Guide
785,Image of Flight Attendant,2598,Flight Attendant
786,Picture of Flight Attendant,304,Flight Attendant
787,Photo of Flight Attendant,4799,Flight Attendant
788,Headshot of Flight Attendant,1253,Flight Attendant
789,Portrait of Flight Attendant,1540,Flight Attendant
790,Image of Cruise Ship Director,403,Cruise Ship Director
791,Picture of Cruise Ship Director,1061,Cruise Ship Director
792,Photo of Cruise Ship Director,4322,Cruise Ship Director
793,Headshot of Cruise Ship Director,222,Cruise Ship Director
794,Portrait of Cruise Ship Director,2310,Cruise Ship Director
795,Image of Event Planner,3373,Event Planner
796,Picture of Event Planner,2783,Event Planner
797,Photo of Event Planner,1289,Event Planner
798,Headshot of Event Planner,3311,Event Planner
799,Portrait of Event Planner,1863,Event Planner
800,Image of Wedding Planner,2962,Wedding Planner
801,Picture of Wedding Planner,2963,Wedding Planner
802,Photo of Wedding Planner,1404,Wedding Planner
803,Headshot of Wedding Planner,3882,Wedding Planner
804,Portrait of Wedding Planner,1102,Wedding Planner
805,Image of Graphic Artist,874,Graphic Artist
806,Picture of Graphic Artist,4029,Graphic Artist
807,Photo of Graphic Artist,3522,Graphic Artist
808,Headshot of Graphic Artist,780,Graphic Artist
809,Portrait of Graphic Artist,264,Graphic Artist
810,Image of Multimedia Artist,3166,Multimedia Artist
811,Picture of Multimedia Artist,4767,Multimedia Artist
812,Photo of Multimedia Artist,1774,Multimedia Artist
813,Headshot of Multimedia Artist,4218,Multimedia Artist
814,Portrait of Multimedia Artist,4073,Multimedia Artist
815,Image of Game Artist,3385,Game Artist
816,Picture of Game Artist,1497,Game Artist
817,Photo of Game Artist,237,Game Artist
818,Headshot of Game Artist,1975,Game Artist
819,Portrait of Game Artist,1050,Game Artist
820,Image of Art Director,305,Art Director
821,Picture of Art Director,420,Art Director
822,Photo of Art Director,3706,Art Director
823,Headshot of Art Director,4664,Art Director
824,Portrait of Art Director,1421,Art Director
825,Image of Creative Director,1724,Creative Director
826,Picture of Creative Director,4711,Creative Director
827,Photo of Creative Director,3223,Creative Director
828,Headshot of Creative Director,554,Creative Director
829,Portrait of Creative Director,4528,Creative Director
830,Image of Copy Editor,984,Copy Editor
831,Picture of Copy Editor,4830,Copy Editor
832,Photo of Copy Editor,3122,Copy Editor
833,Headshot of Copy Editor,2112,Copy Editor
834,Portrait of Copy Editor,2915,Copy Editor
835,Image of Book Editor,3407,Book Editor
836,Picture of Book Editor,2627,Book Editor
837,Photo of Book Editor,2145,Book Editor
838,Headshot of Book Editor,2683,Book Editor
839,Portrait of Book Editor,2044,Book Editor
840,Image of Photojournalist,3862,Photojournalist
841,Picture of Photojournalist,3753,Photojournalist
842,Photo of Photojournalist,1224,Photojournalist
843,Headshot of Photojournalist,4313,Photojournalist
844,Portrait of Photojournalist,3116,Photojournalist
845,Image of News Anchor,4749,News Anchor
846,Picture of News Anchor,953,News Anchor
847,Photo of News Anchor,1399,News Anchor
848,Headshot of News Anchor,564,News Anchor
849,Portrait of News Anchor,597,News Anchor
850,Image of Television Producer,3447,Television Producer
851,Picture of Television Producer,706,Television Producer
852,Photo of Television Producer,2028,Television Producer
853,Headshot of Television Producer,3304,Television Producer
854,Portrait of Television Producer,1908,Television Producer
855,Image of Documentary Filmmaker,1986,Documentary Filmmaker
856,Picture of Documentary Filmmaker,2622,Documentary Filmmaker
857,Photo of Documentary Filmmaker,4152,Documentary Filmmaker
858,Headshot of Documentary Filmmaker,1021,Documentary Filmmaker
859,Portrait of Documentary Filmmaker,2301,Documentary Filmmaker
860,Image of Sound Engineer,3314,Sound Engineer
861,Picture of Sound Engineer,2104,Sound Engineer
862,Photo of Sound Engineer,3353,Sound Engineer
863,Headshot of Sound Engineer,3733,Sound Engineer
864,Portrait of Sound Engineer,1446,Sound Engineer
865,Image of Recording Engineer,3436,Recording Engineer
866,Picture of Recording Engineer,4455,Recording Engineer
867,Photo of Recording Engineer,3107,Recording Engineer
868,Headshot of Recording Engineer,608,Recording Engineer
869,Portrait of Recording Engineer,1259,Recording Engineer
870,Image of Mastering Engineer,4985,Mastering Engineer
871,Picture of Mastering Engineer,872,Mastering Engineer
872,Photo of Mastering Engineer,1047,Mastering Engineer
873,Headshot of Mastering Engineer,1159,Mastering Engineer
874,Portrait of Mastering Engineer,1040,Mastering Engineer
875,Image of Music Publisher,4450,Music Publisher
876,Picture of Music Publisher,1085,Music Publisher
877,Photo of Music Publisher,1741,Music Publisher
878,Headshot of Music Publisher,465,Music Publisher
879,Portrait of Music Publisher,4995,Music Publisher
880,Image of Talent Agent,860,Talent Agent
881,Picture of Talent Agent,3393,Talent Agent
882,Photo of Talent Agent,4794,Talent Agent
883,Headshot of Talent Agent,3314,Talent Agent
884,Portrait of Talent Agent,375,Talent Agent
885,Image of Voiceover Artist,3808,Voiceover Artist
886,Picture of Voiceover Artist,3222,Voiceover Artist
887,Photo of Voiceover Artist,2101,Voiceover Artist
888,Headshot of Voiceover Artist,3436,Voiceover Artist
889,Portrait of Voiceover Artist,2162,Voiceover Artist
890,Image of Art Historian,3556,Art Historian
891,Picture of Art Historian,2023,Art Historian
892,Photo of Art Historian,4793,Art Historian
893,Headshot of Art Historian,3892,Art Historian
894,Portrait of Art Historian,4598,Art Historian
895,Image of Dance Instructor,1770,Dance Instructor
896,Picture of Dance Instructor,948,Dance Instructor
897,Photo of Dance Instructor,3625,Dance Instructor
898,Headshot of Dance Instructor,4145,Dance Instructor
899,Portrait of Dance Instructor,582,Dance Instructor
900,Image of Choreographer,1954,Choreographer
901,Picture of Choreographer,1,Choreographer
902,Photo of Choreographer,3292,Choreographer
903,Headshot of Choreographer,1233,Choreographer
904,Portrait of Choreographer,37,Choreographer
905,Image of Fine Artist,2715,Fine Artist
906,Picture of Fine Artist,1837,Fine Artist
907,Photo of Fine Artist,3266,Fine Artist
908,Headshot of Fine Artist,256,Fine Artist
909,Portrait of Fine Artist,808,Fine Artist
910,Image of Museum Curator,2495,Museum Curator
911,Picture of Museum Curator,2074,Museum Curator
912,Photo of Museum Curator,74,Museum Curator
913,Headshot of Museum Curator,3705,Museum Curator
914,Portrait of Museum Curator,3415,Museum Curator
915,Image of Art Critic,3555,Art Critic
916,Picture of Art Critic,3986,Art Critic
917,Photo of Art Critic,2469,Art Critic
918,Headshot of Art Critic,4648,Art Critic
919,Portrait of Art Critic,3978,Art Critic
920,Image of Art Dealer,3555,Art Dealer
921,Picture of Art Dealer,783,Art Dealer
922,Photo of Art Dealer,4342,Art Dealer
923,Headshot of Art Dealer,3678,Art Dealer
924,Portrait of Art Dealer,1435,Art Dealer
925,Image of Art Restorer,2736,Art Restorer
926,Picture of Art Restorer,4468,Art Restorer
927,Photo of Art Restorer,3009,Art Restorer
928,Headshot of Art Restorer,4664,Art Restorer
929,Portrait of Art Restorer,4609,Art Restorer
930,Image of Art Therapist,3688,Art Therapist
931,Picture of Art Therapist,4814,Art Therapist
932,Photo of Art Therapist,4865,Art Therapist
933,Headshot of Art Therapist,2871,Art Therapist
934,Portrait of Art Therapist,3570,Art Therapist
935,Image of Medical Illustrator,2881,Medical Illustrator
936,Picture of Medical Illustrator,442,Medical Illustrator
937,Photo of Medical Illustrator,2291,Medical Illustrator
938,Headshot of Medical Illustrator,2522,Medical Illustrator
939,Portrait of Medical Illustrator,2498,Medical Illustrator
940,Image of Technical Illustrator,563,Technical Illustrator
941,Picture of Technical Illustrator,2458,Technical Illustrator
942,Photo of Technical Illustrator,947,Technical Illustrator
943,Headshot of Technical Illustrator,726,Technical Illustrator
944,Portrait of Technical Illustrator,74,Technical Illustrator
945,Image of Storyboard Artist,3441,Storyboard Artist
946,Picture of Storyboard Artist,228,Storyboard Artist
947,Photo of Storyboard Artist,3535,Storyboard Artist
948,Headshot of Storyboard Artist,4338,Storyboard Artist
949,Portrait of Storyboard Artist,2273,Storyboard Artist
950,Image of Web Designer,1579,Web Designer
951,Picture of Web Designer,2233,Web Designer
952,Photo of Web Designer,3379,Web Designer
953,Headshot of Web Designer,1123,Web Designer
954,Portrait of Web Designer,632,Web Designer
955,Image of Flash Animator,2049,Flash Animator
956,Picture of Flash Animator,2775,Flash Animator
957,Photo of Flash Animator,4126,Flash Animator
958,Headshot of Flash Animator,3076,Flash Animator
959,Portrait of Flash Animator,2533,Flash Animator
960,Image of 3D Animator,2526,3D Animator
961,Picture of 3D Animator,896,3D Animator
962,Photo of 3D Animator,3691,3D Animator
963,Headshot of 3D Animator,3704,3D Animator
964,Portrait of 3D Animator,3935,3D Animator
965,Image of Visual Effects Artist,1278,Visual Effects Artist
966,Picture of Visual Effects Artist,1345,Visual Effects Artist
967,Photo of Visual Effects Artist,232,Visual Effects Artist
968,Headshot of Visual Effects Artist,1300,Visual Effects Artist
969,Portrait of Visual Effects Artist,307,Visual Effects Artist
970,Image of Lighting Designer,1695,Lighting Designer
971,Picture of Lighting Designer,3317,Lighting Designer
972,Photo of Lighting Designer,1540,Lighting Designer
973,Headshot of Lighting Designer,4797,Lighting Designer
974,Portrait of Lighting Designer,293,Lighting Designer
975,Image of Set Designer,117,Set Designer
976,Picture of Set Designer,1789,Set Designer
977,Photo of Set Designer,570,Set Designer
978,Headshot of Set Designer,1430,Set Designer
979,Portrait of Set Designer,3386,Set Designer
980,Image of Prop Master,3635,Prop Master
981,Picture of Prop Master,1652,Prop Master
982,Photo of Prop Master,3548,Prop Master
983,Headshot of Prop Master,1840,Prop Master
984,Portrait of Prop Master,4665,Prop Master
985,Image of Wardrobe Stylist,3586,Wardrobe Stylist
986,Picture of Wardrobe Stylist,1125,Wardrobe Stylist
987,Photo of Wardrobe Stylist,1301,Wardrobe Stylist
988,Headshot of Wardrobe Stylist,4180,Wardrobe Stylist
989,Portrait of Wardrobe Stylist,2245,Wardrobe Stylist
990,Image of Set Decorator,464,Set Decorator
991,Picture of Set Decorator,4407,Set Decorator
992,Photo of Set Decorator,3017,Set Decorator
993,Headshot of Set Decorator,4171,Set Decorator
994,Portrait of Set Decorator,1110,Set Decorator
995,Image of Production Designer,2005,Production Designer
996,Picture of Production Designer,167,Production Designer
997,Photo of Production Designer,237,Production Designer
998,Headshot of Production Designer,3422,Production Designer
999,Portrait of Production Designer,1282,Production Designer
